Food Name,Sugar,Fat,Sodium,class_name,subclass_name,nova,octagons
Bergen Oat With Sesame Cookies,37g,26g,0.24g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Bergen White Chocolate Cranberry Cookies,44g,24g,0.24g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
BERGEN OBS CARAMEL COCONUT COOK,42g,20g,0.18g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Bergen Brownie Chocolate Fudge Cookies,8g,4g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
BERGEN 3 X CHOCO COOKIES,6g,5g,0.09g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Wots Coconut Cookies,3g,7g,0.005g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Wots Custard Cookies,10g,7g,0.04g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Wots Home Made Cashewnut Cookies,0g,23g,0.08g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Nuvita Flap Jacks Oat Bakes Sugar Free,2g,0g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NuVita Flap Jacks Oat Bakes Chocolate Coated,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Java House Love Cookies,15g,23g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Manji Ginger Cookies,0g,0g,0g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Manji Coconut Cookies,4g,1g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
C R Home Made Jam Coconut Cookies,,,0.013g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
C R Home Made Oats Cookies,,,0.013g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Mac Andrews Chocolate Chip And Hazelnut Cookies,38g,23g,0.027g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
BERGEN S FREE HAZELNUT COOKIES,3g,23.5g,0g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Honeycomb Cardamom Cookies,25g,22.5g,0.05g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Manji Butter Cashew Cookies,4g,5g,0.03g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Ubisco Butter Biscuits,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Java House Ginger Lemon Cookies,19.07g,26.16g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
C R Home Made Cashew nut Cookies,,,0.013g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Manji Chocolate Chips Cookies,8g,1g,0.01g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Nuttish Land Macadamia Cookies,20.36g,12.36g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Gourmet Safari Cookies,,5g,0.059g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Nairn s Gluten Free Oats Chocolate Chip Cookies,22.7g,20.1g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Java House Macadamia Nut Cookies,,26g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Tiffany Delight Butter Cookies,10g,12g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Nutella Ferrero Cocoa And Hazelnut Spread,56.3g,30.9g,0.043g,CHOCOLATE SPREADS,CHOCOLATE SPREADS,Ultra-processed foods,2
Lyons Maid Chocotella Tub,,4g,,CHOCOLATE SPREADS,CHOCOLATE SPREADS,Ultra-processed foods,0
Dairyland Chocolate Spread,51.6g,34.2g,0.05g,CHOCOLATE SPREADS,CHOCOLATE SPREADS,Ultra-processed foods,2
Lyons Maid Chocomania Chocolate Spread,54.9g,32.6g,,CHOCOLATE SPREADS,CHOCOLATE SPREADS,Ultra-processed foods,2
Maltesers Spread,,,,CHOCOLATE SPREADS,CHOCOLATE SPREADS,Ultra-processed foods,0
Mars Galaxy Smooth Spread,,,,CHOCOLATE SPREADS,CHOCOLATE SPREADS,Ultra-processed foods,0
Mr Organic Dark Chocolate Spread,,,,CHOCOLATE SPREADS,CHOCOLATE SPREADS,Ultra-processed foods,0
Mars Twix Spread,,,,CHOCOLATE SPREADS,CHOCOLATE SPREADS,Ultra-processed foods,0
Jelly Pop Ready To Eat Blackcurrant Jelly,1g,0g,0.35g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Candyland G Jellies Sour Cola,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Jelly Pop Ready To Eat Strawberry Jelly,1g,0g,0.35g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
JELIDO SOUR COLA JELLY,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Festival Tropical Crystal Jelly,91g,,0.00008g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Festival Strawberry Crystal Jelly,91g,,0.00008g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Papillion Jellino,78g,0.3g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
JELLY TOTS ORIGINAL,49.7g,0g,0.045g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Jelly Pop Ready To Eat Pineapple Jelly,1g,0g,0.35g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Beacon Maynards Fruity Mini Enerjelly Teddies,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Zed Giant Fruit Jelly Beans,74g,0g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Fini Magic Carpet Jelly Candy,54g,1g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Fini Sour Laces Colour Shock Candy,56g,0.8g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Fini Jelly Sharks Candy,52g,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Fini Sour Worms Gummy Candy,52g,0g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Jake Jelly Mania Classic Mix Gummy Candy,62g,0g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Cocon Lychee Jelly,3g,0g,0g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Chupa Chups Sour Mini Tubes Gummies,40g,1.85g,0.04g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Vidal Relle Nolas Strawberries,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
VIDAL JELLY MIX,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Vidal Mega Jelly Mix Halal,55g,0.2g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Vidal Jelly Filled Strawberries,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Vidal Jelly Filled Pizzas Halal 100,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
JELLY TOTS CRAZI BERRIES,77.9g,0g,0.073g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Fini Mellows Taco Diana,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Fini Black And Rberries Doypack,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Fini Roller Crazy Fizz,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Carrefour Peach Acid Sweets Jelly,0.1g,0g,0.006g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Dr Oetker Vege Gel Sachet,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Nuvita Corn Puffs Cheese,,,,SWEET AND SAVOURY SNACKS,CORN PUFFS,Ultra-processed foods,0
Nuvita Corn Puffs Tomato Flavour,,,,SWEET AND SAVOURY SNACKS,CORN PUFFS,Ultra-processed foods,0
Norda Tamu Tamu Tomato Ketchup Corn Curls,5g,15g,0.627g,SWEET AND SAVOURY SNACKS,CORN CURLS,Ultra-processed foods,3
Norda Tamu Tamu Tutti Fruity Corn Curls,5g,15g,0.625g,SWEET AND SAVOURY SNACKS,CORN CURLS,Ultra-processed foods,3
Tropical Heat Potato Cirsps Chill Lemon,,35g,1.5g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat P Crsp Salt Vingr,,36.8g,1.37g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Depys Cheese And Onion Potato Crisps,,42g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Depys Salted Potato Crisps,,20g,0.001g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Amigos Chilli Twists Pellets Potato,1.3g,7.7g,0.184g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Amigos Design Chilli Pellets Chips,,0.2g,,SWEET AND SAVOURY SNACKS,FRYUMS/FAR FAR,Ultra-processed foods,0
Amigos Design Salted Pellets Chips,2.6g,35.5g,0.51g,SWEET AND SAVOURY SNACKS,FRYUMS/FAR FAR,Ultra-processed foods,2
Wots Fryums Cheese And Onion Spirals,2.8g,28g,0.51g,SWEET AND SAVOURY SNACKS,FRYUMS/FAR FAR,Ultra-processed foods,2
Wots Fryums Yummy Spiral Tomato,5g,15g,0.627g,SWEET AND SAVOURY SNACKS,FRYUMS/FAR FAR,Ultra-processed foods,3
Tropical Heat Snacks Waves Potato Crisps Chilli Lemon,,35g,1.5g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Snacks Waves Salt Vinegar Potato Crisps,,36.8g,1.37g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Waves Crisps Fruit Chutney,,,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Happys Chilli Boom Boom Foil,,,,HERBS AND SPICES,SPICES - CHILLIES,Processed foods,0
Tropical Heat Snacks Waves Potato Salted Crisps,,32.5g,1.16g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Elbbin Nibble Snacks Chocolate,11g,3g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
NUVITA BARBEQUE THINS,3g,3.5g,0.17g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NUVITA TOMATO THINS,,0.2g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NUVITA SOUR CREAM HERB THINS,0.4g,2.8g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Cribaz Tomato Potato Chips,1g,13g,0.21g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Cribaz Salted Potato Chips,2g,,5.825g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
NUVITA FRUIT CHUTNEY THINS,3g,36.7g,0.797g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
NUVITA SALT THINS,2g,1.5g,0.16g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Happys Golden Spring Onion Potato Crisps,,35g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Happys Golden Salted Potato Crisps,,20g,0.001g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Kudos Cassava Salted Potato Chips,,39g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Kudos Cassava And Chilli Chips,,21g,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,1
Amigos Salt And Vinegar Potato Chips,,7g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Amigos Ready Salted Potato Chips,,13g,0.275g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Amigos Cheeseonion Crisps,,46g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Chigs Yummy Salt And Vinegar Potato Crisps,1g,14g,0.358g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Depys Foil Tomato Potato Crisps,2g,3g,0.28g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Chigs Lemon Chilli Crisps,,,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Wots Chilli Lemon Potato Crisps,7g,34g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Wots Zingy Tomato Potato Crisps,2g,31g,0.434g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Wots Classic Salted Potato Crisps,,35g,0.008g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Chigs Tomato Ketchup Crisps,,9g,0.3g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Happys Golden Tomato Potato Crisps,2g,3g,0.28g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Happys Golden Cheese And Onion Potato Crisps,54g,3.3g,4.8g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Chigs Plain Salted Crisps,,16g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Happys Golden Chilli Potato Crisps,2.6g,33.2g,0.859g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Chigs Hot Chilli Crisps,,11g,0.28g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Chigs Cheese Onion Crisps,,12g,0.5g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Krackles Toons Caramel Potato Crisps,,,0.065g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Krackles Toons Tutti Frutti Potato Crisps,5g,18g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Krackles Toons Barbecue Potato Chips,2g,3g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Krackles Toons Hot And Sweet Potato Crisps,4g,,0.055g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Krackles Zingy Salt And Vinegar Potato Chips,,10g,0.24g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Krackles Perfectly Salted Potato Chips,,28g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Krackles Barbeque Potato Chips,,10g,0.36g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Krackles Bang Bang Chilli Potato Chips,16g,,0.004g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Krackles Tangy Tomato Potato Chips,,33g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Hoops Salted Crisps Potato Chips,1g,0.13g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Norda Urban Bites Summer Salt Potato Crisps,,20g,0.001g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Norda Urban Bites Nyama Choma Potato Crisps,,46g,0.00049g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Norda Urban Bites Trendy Tomato Potato Crisps,2g,3g,0.28g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Norda Urban Bites Samba Salt And Vinegar Potato Crisps,1g,14g,0.358g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Norda Urban Bites Funky Fruity Chutney Potato Crisps,,44.4g,0.00075g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Norda Urban Bites Party Paprika Potato Crisps,,45.2g,0.65g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Depys Salt And Vinegar Potato Crisps,1g,14g,0.358g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Depys Tomato Potato Crisps,2g,3g,0.28g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Hoops Peanut Bar,5g,,,SWEET AND SAVOURY SNACKS,SESAME/SIMSIM BAR,Ultra-processed foods,1
Elbbin Nibble BBQ Wavy Chips,2g,10g,0.13g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Tropical Heat Snacks Heroes Potato Chips Chilli Cheese,,,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Tropical Heat Snacks Heroes Potato Chips Sweet Chilli,,30.2g,1.03g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Snacks Salted Potato Crisps,,32.5g,1.16g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Snacks Tomato Potato Crisps,,32.7g,0.58g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Snacks Salt Vinegar Potato Crisps,,36.8g,1.37g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Hoops Sesame Bar,8g,0.167g,,CANDY AND CONFECTIONERY,SESAME/SIMSIM BAR,Processed foods,1
Tropical Heat Snacks Heroes Potato Chips Fruit Chutney,,29.61g,1.85g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Snacks Heroes Potato Chips Cheese Onion,,31.12g,1.75g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Snacks Heroes Potato Chips Tomato Ketchup,,29.3g,0.5g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Hoops Cheese And Onion Crisps Potato Chips,4g,1.2g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Tropical Heat Snacks Cheese Onion Potato Crisps,,32.4g,1.35g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Hoops Masala Crisps Potato Chips,,,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Tropical Heat Snacks Chilli Lemon Potato Crisps,,35g,1.5g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Snacks Nyama Choma Potato Crisps,,30.8g,1.95g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Pretzo Original Sweet Chilli Pretzel,,4g,0.917g,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,1
Kettle Fruit Chutney Chips,2g,27g,0g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Tropical Heat Kenyan Chevda Sweet Tamu,,,,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,0
Tropical Heat Mild Kenyan Chevda,6.3g,33.2g,,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,2
Kettle Chips Sour Cream Chives 40,1.17g,8.26g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Kettle Salsa Verde Chips,1g,7g,0.125g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Amigos Resdy Salted Potato Chips,,13g,0.275g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Norda Cribaz Barbeque Potato Crisps,,33g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Amigos Cheese And Onion Potato Chips,2g,32g,1200g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Pretzo Salted Pretzel Sticks,,4g,0.917g,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,1
Chigs Tomato Ketchup Potato Crisps,1g,8g,0.176g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Happys Golden Salt And Vinegar Potato Crisps,1g,30.2g,0.778g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Happy Golden Salted Chips,0g,20g,0.001g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Chigs Funky Chilli Lemon Potato Crisps,,27.2g,0.793g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Chigs Cheese Lip Licking Potato Crisps,,15g,0.0018g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Depys Cheese And Onion Potato Crisps Chips,0g,35g,0.001g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Hoops Salt And Vinegar Crisps Potato Chips,1g,,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Jimcy Banana Crisps,35g,34g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Amigos Design Salted Pellets,0g,0g,0.025g,SWEET AND SAVOURY SNACKS,FRYUMS/FAR FAR,Ultra-processed foods,0
Amigos Salted Matoke Chips,35g,32g,0.006g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Depys Matoke Crisps,57g,1g,0.019g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Tropical Heat Sweet Tamu Chevda,8.5g,39.9g,,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,2
Theat Kenyan Chevda Mild,,,,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,0
Kentaste Salted Caramel Coconut Chips,9g,12g,0.025g,SWEET AND SAVOURY SNACKS,COCONUT,Ultra-processed foods,2
Kentaste Chocolate Coconut Chips,9g,12g,0.025g,DRIED FRUITS,COCONUT,Unprocessed/Minimally processed foods,2
Kentaste Original Coconut Chips,12g,18g,0.11g,DRIED FRUITS,COCONUT,Unprocessed/Minimally processed foods,2
Tropical Heat Chips Masala Seasoning,,,,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,0
Carrefour Handcooked Sea Salt And Cider Vinegar Potato Chips,1.7g,12g,0.228g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Carrefour Handcooked Chili Potato Chips,1.9g,13g,0.234g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Carrefour Handcooked Cheese Potato Chips,1.2g,13g,0.1g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Carrefour Potato Chips Hand Cooked Onion,0.9g,10g,0.2672g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Snacks Waves Salted Potato Crisps,,32.5g,1.16g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Tropical Heat Snacks Waves Tomato Potato Crisps,,32.7g,0.58g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Happys Golden Fruit Chutney Potato Crisps,,19.5g,0.0007g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Happys Chilli Boom Boom F,,,,HERBS AND SPICES,SPICES - CHILLIES,Processed foods,0
Azaavi Matoke Chili Crisps,,,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Sweetunda Fruit Chutney,6g,13g,,TABLE SAUCES,CHUTNEY,Ultra-processed foods,2
Sweetunda Chilli Salt Crackies,1g,1g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Happy s Golden Cheese And Onion Potato Crisps,54g,3.3g,4.8g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Kudos Chilli Cassava Chips,,21g,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,1
Kudos Salted Cassava Chips,,39g,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,1
Happy s Golden Chilli Potato Crisps,2.6g,33.2g,0.859g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Chigs Tomato Potato Crisps,,9g,0.3g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Wots Plain Sev,0g,35.4g,0.96g,SWEET AND SAVOURY SNACKS,GANTHIA SNACKS,Ultra-processed foods,2
Amigos Nduma Chips,4g,20g,0.001g,SWEET AND SAVOURY SNACKS,PRE-PREPARED CHIPS,Ultra-processed foods,1
C R Food Crunch Mix Chikki,36.13g,30.81g,0.033g,CANDY AND CONFECTIONERY,SESAME/SIMSIM BAR,Ultra-processed foods,2
Pringles Texas Bbq Sauce Crisps,4.5g,29g,0g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Wots Kenyan Chilli Lemon Chevdo,,10g,0.11g,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,1
Wots Kenyan Hot And Spicy Chevdo,2g,10g,0.11g,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,1
Wots Kenyan Original Chevdo,2g,10g,0.11g,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,1
Wots Kenyan Sugar Free Chevdo,2g,10g,0.11g,SWEET AND SAVOURY SNACKS,CHEVDA/BOMBAY MIX,Ultra-processed foods,1
Tropical Heat Premium Kenyan Bhusu,,12g,0.173g,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,1
Kudos Salted Cassava Crisps,2g,9g,0.11g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Carrefour Cheese Potato Chips,2.9g,30g,0.287g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Carrefour Salt And Vinegar Potato Chips,,32g,0.351g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Carrefour Tomato Ketchup Potato Chips,2.7g,34g,0.396g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Carrefour Salted Potato Chips,,32g,0.394g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Pringles Hot Mexican Chilli Lime,3g,30g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,1
Pringles Hot Kicking Sour Cream,,,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Pringles Hot spicy BBQ,,,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
