Food Name,class_name,subclass_name,nova,needs_review,reviewer_note
Lungfish fillet grilled (without salt and fat),PROCESSED FISH,LUNGFISH,Unprocessed/Minimally processed foods,false,
Lungfish fillet raw,PROCESSED FISH,LUNGFISH,Unprocessed/Minimally processed foods,false,
Lungfish fillet steamed (without salt),PROCESSED FISH,LUNGFISH,Unprocessed/Minimally processed foods,false,
Mackerel raw,PROCESSED FISH,MACKEREL,Unprocessed/Minimally processed foods,false,
Mahamri (Swahili Doughnuts),PASTRIES,PASTRIES - DOUGHNUT,Processed foods,false,
Maize grain white variety whole dry boiled drained (without salt),CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Maize grain white variety whole dry raw,CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Maize grain white variety whole dry stewed (without salt),CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Maize grain yellow variety whole dry boiled drained (without salt),CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Maize grain yellow variety whole dry raw,CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Maize grain yellow variety whole dry stewed drained (without salt),CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Maize meal sifted fortified packaged raw,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,false,
Maize Porridge,BABY FOODS - PORRIDGE FLOUR,PORRIDGE FLOUR - MAIZE,Processed foods,false,
Maize Red Sorghum and Finger Millet Ugali,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,false,
Maize White Degermed (Muthokoi),MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,false,
Maize whole flour raw,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,false,
Malesele (Cow Blood with Sour Milk) (Check),ORGAN MEAT,BLOOD,Processed foods,false,
Mango ripe raw,FRUITS,MANGOES,Unprocessed/Minimally processed foods,false,
Mango unripe raw,FRUITS,MANGOES,Unprocessed/Minimally processed foods,false,
Margarine fat,COOKING FAT,MARGARINE,Ultra-processed foods,false,
Mashed Cassava and Pigeon Peas,ROOT VEGETABLES,CASSAVA,Processed foods,false,
Mashed Potato and Bananas,ROOT VEGETABLES,POTATO,Processed foods,false,
Mashed Pumpkin and Black Nightshade,VEGETABLES,MANAGU (BLACK NIGHTSHADE),Processed foods,false,
Matoke (Stewed Green Bananas Meat),FRUITS,GREEN BANANAS,Processed foods,false,
Mbuboyi (Blood Cooked in Fresh Milk),MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Meat Samosa,FAST FOODS,SAMOSA,Processed foods,false,
Milk camel whole fresh boiled,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Milk camel whole fresh raw,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Milk cow powder skimmed,MILK POWDER,SKIMMED MILK POWDER,Processed foods,false,
Milk cow powder whole,MILK POWDER,WHOLE MILK POWDER,Processed foods,false,
Milk cow skimmed boiled,MILK DRINKS,SKIMMED MILK,Unprocessed/Minimally processed foods,false,
Milk cow skimmed raw,MILK DRINKS,SKIMMED MILK,Unprocessed/Minimally processed foods,false,
Milk cow whole fermented (Lala Industrial),FLAVOURED FERMENTED MILK,FERMENTED MILK (LALA/MURSIK),Processed foods,false,
Milk cow whole fermented (Lala mursik),FLAVOURED FERMENTED MILK,FERMENTED MILK (LALA/MURSIK),Processed foods,false,
Milk cow whole fresh boiled,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Milk cow whole fresh raw,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Milk goat fluid whole boiled,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Milk goat fluid whole raw,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Milk human breast mature fluid,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Milk sheep fluid whole boiled,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Milk sheep fluid whole raw,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Millet bulrush flour,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Unprocessed/Minimally processed foods,false,
Millet bulrush grain dry raw,CEREAL GRAINS,MILLET GRAIN,Unprocessed/Minimally processed foods,false,
Millet bulrush whole grain dry boiled drained (without salt),CEREAL GRAINS,MILLET GRAIN,Unprocessed/Minimally processed foods,false,
Millet bulrush whole grain dry stewed drained (without salt),CEREAL GRAINS,MILLET GRAIN,Unprocessed/Minimally processed foods,false,
Millet finger flour,CEREAL GRAINS,MILLET GRAIN,Unprocessed/Minimally processed foods,false,
Millet Finger grain dried raw,CEREAL GRAINS,MILLET GRAIN,Unprocessed/Minimally processed foods,false,
Millet Yeast (germinated millet seeds),BAKING ADDITIVES,YEAST,Processed Culinary Ingredients,false,
Minced Meat Balls,PROCESSED MEAT,BEEF MINCE,Processed foods,false,
Mint Leaves fresh raw,HERBS AND SPICES,HERBS - MINT,Unprocessed/Minimally processed foods,false,
Mseto wa Maharagwe,"PULSES - PEAS, LENTILS, BEANS",BEAN STEW,Processed foods,false,
Mseto wa Ndengu,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Processed foods,false,ndengu = green gram dish
Mseto wa Viazi (Potatoes in Rice),ROOT VEGETABLES,POTATO,Processed foods,false,potato-rice dish
Mudfish (kamongo) fillet boiled in recipe (without salt and fat),PROCESSED FISH,MUDFISH (KAMONGO),Unprocessed/Minimally processed foods,false,
Mudfish (kamongo) fillet grilled (without salt and fat),PROCESSED FISH,MUDFISH (KAMONGO),Unprocessed/Minimally processed foods,false,
Mudfish (kamongo) fillet raw,PROCESSED FISH,MUDFISH (KAMONGO),Unprocessed/Minimally processed foods,false,
Mudfish (kamongo) fillet steamed (without salt),PROCESSED FISH,MUDFISH (KAMONGO),Unprocessed/Minimally processed foods,false,
Mukimo (Fresh Maize Potato Pumpkin Leaves),VEGETABLES,MITHO (PUMPKIN LEAVES),Unprocessed/Minimally processed foods,false,
Mukimo (Maize Beans Potatoes Pumpkin Leaves),VEGETABLES,MITHO (PUMPKIN LEAVES),Unprocessed/Minimally processed foods,false,
Mukimo wa Njahi (Black Beans Green Bananas Potatoes),"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Processed foods,false,mukimo wa njahi
Mukimo wa Njahi (Raw Ripe Bananas),"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Processed foods,false,mukimo wa njahi
Mulberry raw,FRUITS,BERRIES,Unprocessed/Minimally processed foods,false,
Munono (Cow blood beef cow fat),ORGAN MEAT,BLOOD,Unprocessed/Minimally processed foods,false,
Mushenye (Green Maize and Sweet Potatoes),CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Mushroom dried boiled drained (without salt),VEGETABLES,MUSHROOM,Unprocessed/Minimally processed foods,false,
Mushroom dried raw,VEGETABLES,MUSHROOM,Unprocessed/Minimally processed foods,false,
Mushroom fresh boiled drained (without salt),VEGETABLES,MUSHROOM,Unprocessed/Minimally processed foods,false,
Mushroom fresh raw,VEGETABLES,MUSHROOM,Unprocessed/Minimally processed foods,false,
Mushroom fresh stewed (without salt),VEGETABLES,MUSHROOM,Unprocessed/Minimally processed foods,false,
Mushroom raw canned in brine (drained),VEGETABLES,MUSHROOM,Unprocessed/Minimally processed foods,false,
Mustard seed oil,HERBS AND SPICES,SPICES - MUSTARD,Unprocessed/Minimally processed foods,false,
Mustard Seeds Dry Raw,HERBS AND SPICES,SPICES - MUSTARD,Unprocessed/Minimally processed foods,false,
Muthokoi (Dehusked Maize and Beans),MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,false,
Nchenga Nzenga (Crushed Maize),CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Ndoto (Red Kidney Beans Red Sorghum),"PULSES - PEAS, LENTILS, BEANS",KIDNEY BEANS,Unprocessed/Minimally processed foods,false,
Nile perch dry raw,PROCESSED FISH,NILE PERCH,Unprocessed/Minimally processed foods,false,
Nile perch fillet w o bones raw,PROCESSED FISH,NILE PERCH,Unprocessed/Minimally processed foods,false,
Nile tilapia fillet w o skin and bones raw,PROCESSED FISH,TILAPIA,Unprocessed/Minimally processed foods,false,
Nut almond with or without skin raw unsalted,SALTED/SUGARED NUTS,ALMONDS,Unprocessed/Minimally processed foods,false,
Nut cashew dry raw unsalted,SALTED/SUGARED NUTS,CASHEWS,Unprocessed/Minimally processed foods,false,
Nut ground nut with skin unsalted dry raw,"PULSES - PEAS, LENTILS, BEANS",RAW PEANUTS,Unprocessed/Minimally processed foods,false,
Nut macadamia raw unsalted,SALTED/SUGARED NUTS,MACADAMIA,Unprocessed/Minimally processed foods,false,
Nut pistachio raw unsalted,SALTED/SUGARED NUTS,PISTACHIOS,Unprocessed/Minimally processed foods,false,
Nyenyi (Mashed Pigeon Peas Green Maize),CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Oat bran unprocessed uncooked,BREAKFAST CEREALS,OATS,Unprocessed/Minimally processed foods,false,
Oat Porridge,BREAKFAST CEREALS,OATS,Unprocessed/Minimally processed foods,false,
Oatmeal,BREAKFAST CEREALS,OATS,Unprocessed/Minimally processed foods,false,
Okra fresh boiled drained (without salt),VEGETABLES,OKRA,Unprocessed/Minimally processed foods,false,
Okra fresh raw,VEGETABLES,OKRA,Unprocessed/Minimally processed foods,false,
Okra fresh stewed (without salt),VEGETABLES,OKRA,Unprocessed/Minimally processed foods,false,
Okra Meat Dish,PROCESSED MEAT,BEEF,Processed foods,false,okra meat dish
Olive oil,COOKING OIL,OLIVE OIL,Processed Culinary Ingredients,false,
Omelette,EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Omena Stew,PROCESSED FISH,DAGAA/OMENA,Processed foods,false,
Onion Fried Rice (Wali wa Yasmin),CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,false,
Onion mature red skinned peeled fresh raw,VEGETABLES,ONIONS,Unprocessed/Minimally processed foods,false,incl. leeks
Onion spring raw,VEGETABLES,ONIONS,Unprocessed/Minimally processed foods,false,incl. leeks
Orange Juice,FRESH/FRUIT JUICES - NO ADDED SUGAR,FRESH/FRUIT JUICES - NO ADDED SUGAR,Unprocessed/Minimally processed foods,false,
Orange pulp raw,FRUITS,ORANGES,Unprocessed/Minimally processed foods,false,
Pan Fried Arrowroots,ROOT VEGETABLES,ARROWROOTS,Unprocessed/Minimally processed foods,false,
Pancakes,PASTRIES,PANCAKES,Processed foods,false,
Papaya yellow skin peeled raw,FRUITS,PAW PAWS,Unprocessed/Minimally processed foods,false,
Parsley fresh raw,HERBS AND SPICES,HERBS - PARSLEY,Unprocessed/Minimally processed foods,false,
Passion fruit dark purple skin raw,FRUITS,PASSION FRUITS,Unprocessed/Minimally processed foods,false,
Passion Fruit juice,FRESH/FRUIT JUICES - NO ADDED SUGAR,FRESH/FRUIT JUICES - NO ADDED SUGAR,Unprocessed/Minimally processed foods,false,
Peach yellow fleshed unpeeled raw,FRUITS,PEACHES,Unprocessed/Minimally processed foods,false,
Peanut Butter,"PULSES - PEAS, LENTILS, BEANS",RAW PEANUTS,Unprocessed/Minimally processed foods,false,
Peanut oil,"PULSES - PEAS, LENTILS, BEANS",RAW PEANUTS,Unprocessed/Minimally processed foods,false,
Pear unpeeled raw,FRUITS,PEARS,Unprocessed/Minimally processed foods,false,
Peas and Brinjal Curry,VEGETABLES,EGGPLANTS,Processed foods,false,
Pepper ground black dry raw,HERBS AND SPICES,SPICES - BLACK PEPPER,Unprocessed/Minimally processed foods,false,
Pigeon peas dry raw,"PULSES - PEAS, LENTILS, BEANS",PIGEON PEAS,Unprocessed/Minimally processed foods,false,
Pigeon peas dry unsoaked boiled (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",PIGEON PEAS,Unprocessed/Minimally processed foods,false,
Pigeon peas dry unsoaked boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",PIGEON PEAS,Unprocessed/Minimally processed foods,false,
Pigeon peas dry water soaked boiled in different water (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",PIGEON PEAS,Unprocessed/Minimally processed foods,false,
Pigeon peas dry water soaked boiled in different water drained (without salt),"PULSES - PEAS, LENTILS, BEANS",PIGEON PEAS,Unprocessed/Minimally processed foods,false,
Pigeon Peas Stew,"PULSES - PEAS, LENTILS, BEANS",PIGEON PEAS,Processed foods,false,
Pilau,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,false,
Pineapple canned in syrup whole contents,FRUITS,PINEAPPLE,Unprocessed/Minimally processed foods,false,
Pineapple raw,FRUITS,PINEAPPLE,Unprocessed/Minimally processed foods,false,
