Food Name,class_name,subclass_name,nova,needs_review,reviewer_note
Acacia Kids Apple Pouch,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,false,Acacia Kids apple juice pouch
Acacia Kids Mango Pouch,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,false,Acacia Kids mango juice pouch
AL AMEERA TAHINA,JAM/OTHER SPREADS,TAHINI,Ultra-processed foods,false,tahini = sesame paste; moved from HERBS AND SPICES
Amana Njahi Black Beans,"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Unprocessed/Minimally processed foods,false,
Amana Nyayo Beans,"PULSES - PEAS, LENTILS, BEANS",NYAYO BEANS,Unprocessed/Minimally processed foods,false,new subclass: NYAYO BEANS
Amana Rosecoco Beans,"PULSES - PEAS, LENTILS, BEANS",ROSECOCO BEANS,Unprocessed/Minimally processed foods,false,new subclass: ROSECOCO BEANS
Amana Yellow Beans,"PULSES - PEAS, LENTILS, BEANS",YELLOW BEANS,Unprocessed/Minimally processed foods,false,new subclass: YELLOW BEANS
AMERICAN G CREA RANCH DRESSING,TABLE SAUCES,SALAD DRESSING,Ultra-processed foods,false,new subclass: SALAD DRESSING
American Garden Italian Marinade And Salad Dressing,TABLE SAUCES,SALAD DRESSING,Ultra-processed foods,false,new subclass: SALAD DRESSING
American Garden Mushroom Pasta Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
American Garden Spicy Brown Mustard,TABLE SAUCES,MUSTARD,Ultra-processed foods,false,new subclass: MUSTARD
American Garden Worcestershire Sauce,TABLE SAUCES,BROWN/WORCESTERSHIRE SAUCE,Ultra-processed foods,false,new subclass: BROWN/WORCESTERSHIRE SAUCE
American Garden yellow mustard Squeeze,TABLE SAUCES,MUSTARD,Ultra-processed foods,false,new subclass: MUSTARD
American Gourmet Barbeque Sauce,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,
American Gourmet Dijon Mustard,TABLE SAUCES,MUSTARD,Ultra-processed foods,false,new subclass: MUSTARD
AMERICAN GOURMET ITALIAN DRESS,TABLE SAUCES,SALAD DRESSING,Ultra-processed foods,false,new subclass: SALAD DRESSING
AMERICAN GOURMET PANCAKE SYRUP,TABLE SAUCES,SYRUP,Ultra-processed foods,false,new subclass: SYRUP
AMERICAN GOURMET THOUSAN ISLAND,TABLE SAUCES,SALAD DRESSING,Ultra-processed foods,false,new subclass: SALAD DRESSING
Arpo Fish Sauce,COOKING SAUCES,FISH SAUCE,Ultra-processed foods,false,moved from TABLE SAUCES
ASANTA YELLOW BEANS,"PULSES - PEAS, LENTILS, BEANS",YELLOW BEANS,Unprocessed/Minimally processed foods,false,new subclass: YELLOW BEANS
Askeys Treat Strawberry,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,false,Askeys Treat = strawberry ice-cream topping syrup
Atkins Potts Dill Mustard Sauce,TABLE SAUCES,MUSTARD,Ultra-processed foods,false,new subclass: MUSTARD
Atkins Potts Ranch Dressing,TABLE SAUCES,SALAD DRESSING,Ultra-processed foods,false,new subclass: SALAD DRESSING
Atkins Potts Red Onion Jalapeno Relish,TABLE SAUCES,RELISH,Ultra-processed foods,false,new subclass: RELISH
Atkins Potts Salsa Dip,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,false,new subclass: SALSA/GUACAMOLE
Atkins Potts Sea Food Sauce Lemon Dill,TABLE SAUCES,OTHER CONDIMENT SAUCE,Ultra-processed foods,false,Atkins & Potts seafood condiment sauce; moved from COOKING SAUCES
Atkins Potts Tartare Sauce,TABLE SAUCES,OTHER CONDIMENT SAUCE,Ultra-processed foods,false,new subclass: OTHER CONDIMENT SAUCE
Atkins Potts Wasabi Lime Dresing,TABLE SAUCES,SALAD DRESSING,Ultra-processed foods,false,new subclass: SALAD DRESSING
Ayam Thai Yellow Curry Sauce,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Bakalland BA Cocoa And Milk Kid Cereal Bar,BREAKFAST CEREALS,CEREAL BAR,Ultra-processed foods,false,kids cereal bar
Barilla Chilli Pepper Arrabbiata Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Beecare Naturals Cashew Nut Butter Roasted Salted,JAM/OTHER SPREADS,NUT BUTTER,Ultra-processed foods,false,cashew nut butter
Bertolli Five Cheese Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Bertolli Fresh Garlic Herbs,HERBS AND SPICES,SPICES - GARLIC,Unprocessed/Minimally processed foods,false,keyword rule -> SPICES - GARLIC
Bertolli Garlic Marinara,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Bertolli Olive Oil Garlic Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Bertolli Organic Tomatobasil,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Bertolli Rustic Cut Marinara,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Bertolli Rustic Cut Sweet Pepper With Mushroom,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Bertolli Tomato Basil Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Betty Crocker Butter Milk Pancake Mix,BREAKFAST CEREALS,PANCAKE/WAFFLE MIX,Ultra-processed foods,false,new subclass: PANCAKE/WAFFLE MIX
Blue Riband,"COOKIES, BISCUITS AND WAFERS",WAFERS,Ultra-processed foods,false,Blue Riband = Nestle wafer biscuit
Bob s Red Mill 7 Grain Hot Cereal,BREAKFAST CEREALS,OATMEAL/PORRIDGE,Unprocessed/Minimally processed foods,false,Bob's Red Mill 7-grain hot cereal
Bokomo Muesli African Baked Granola,BREAKFAST CEREALS,GRANOLA,Ultra-processed foods,false,new subclass: GRANOLA
Bokomo Nature s Source Muesli Crispy Crunch Crocante Baked Granola,BREAKFAST CEREALS,GRANOLA,Ultra-processed foods,false,new subclass: GRANOLA
Bokomo Nature s Source Muesli Tropical Cluster Granola,BREAKFAST CEREALS,GRANOLA,Ultra-processed foods,false,new subclass: GRANOLA
Bolci Christmas Selection,CHOCOLATE,CHOCOLATE,Ultra-processed foods,false,Bolci Christmas chocolate assortment; moved from CANDY AND CONFECTIONERY
Brad S Cannellini Beans,"PULSES - PEAS, LENTILS, BEANS",CANNELLINI BEANS,Unprocessed/Minimally processed foods,false,new subclass: CANNELLINI BEANS
Brad S Cannellini Beans No Salt,"PULSES - PEAS, LENTILS, BEANS",CANNELLINI BEANS,Unprocessed/Minimally processed foods,false,new subclass: CANNELLINI BEANS
Brad S Chili Beans,"PULSES - PEAS, LENTILS, BEANS",CANNED BEANS (READY),Processed foods,false,new subclass: CANNED BEANS (READY)
Brad S Garbanzo Beans No Salt,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Processed foods,false,garbanzo = chickpea (canned)
Brad S Kidney Beans,"PULSES - PEAS, LENTILS, BEANS",KIDNEY BEANS,Unprocessed/Minimally processed foods,false,new subclass: KIDNEY BEANS
Brad S Pinto Beans,"PULSES - PEAS, LENTILS, BEANS",PINTO BEANS,Unprocessed/Minimally processed foods,false,new subclass: PINTO BEANS
Brad S Pinto Beans No Salt,"PULSES - PEAS, LENTILS, BEANS",PINTO BEANS,Unprocessed/Minimally processed foods,false,new subclass: PINTO BEANS
Brad S Salad Beans,"PULSES - PEAS, LENTILS, BEANS",CANNED BEANS (READY),Processed foods,false,new subclass: CANNED BEANS (READY)
Butterfly Black Gram Split,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,split urad dal
Butterfly Black Gram Urad Dal,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,urad dal
Butterfly Cow Peas Red Chora,"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,new subclass: COWPEAS/CHORA
Butterfly Gram Flour,"PULSES - PEAS, LENTILS, BEANS",GRAM FLOUR (BESAN),Unprocessed/Minimally processed foods,false,new subclass: GRAM FLOUR (BESAN)
BUTTERFLY NYOTA BEANS,"PULSES - PEAS, LENTILS, BEANS",KENYAN HERITAGE BEANS,Unprocessed/Minimally processed foods,false,new subclass: KENYAN HERITAGE BEANS
Butterfly Pigeon Peas Washed Toor Dal,"PULSES - PEAS, LENTILS, BEANS",PIGEON PEAS,Unprocessed/Minimally processed foods,false,new subclass: PIGEON PEAS
Butterfly Pulses Brown Rosecoco Beans,"PULSES - PEAS, LENTILS, BEANS",ROSECOCO BEANS,Unprocessed/Minimally processed foods,false,new subclass: ROSECOCO BEANS
Butterfly Pulses Chick Peas,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,chickpeas
Butterfly Pulses Dried Green Peas,"PULSES - PEAS, LENTILS, BEANS",GREEN PEAS (DRIED),Unprocessed/Minimally processed foods,false,new subclass: GREEN PEAS (DRIED)
Butterfly Pulses Kenyan Kidney Beans,"PULSES - PEAS, LENTILS, BEANS",KIDNEY BEANS,Unprocessed/Minimally processed foods,false,new subclass: KIDNEY BEANS
Butterfly Pulses Kenyan Kidney Nyayo Beans,"PULSES - PEAS, LENTILS, BEANS",KIDNEY BEANS,Unprocessed/Minimally processed foods,false,new subclass: KIDNEY BEANS
Butterfly Pulses Lima Butter Beans,"PULSES - PEAS, LENTILS, BEANS",BUTTER/LIMA BEANS,Unprocessed/Minimally processed foods,false,new subclass: BUTTER/LIMA BEANS
Butterfly Pulses Njahi Black Beans,"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Unprocessed/Minimally processed foods,false,
Butterfly Pulses Pinto Beans,"PULSES - PEAS, LENTILS, BEANS",PINTO BEANS,Unprocessed/Minimally processed foods,false,new subclass: PINTO BEANS
Butterfly Pulses Red Haricot Beans,"PULSES - PEAS, LENTILS, BEANS",HARICOT BEANS,Unprocessed/Minimally processed foods,false,new subclass: HARICOT BEANS
Butterfly Pulses Red Kidney Beans,"PULSES - PEAS, LENTILS, BEANS",KIDNEY BEANS,Unprocessed/Minimally processed foods,false,new subclass: KIDNEY BEANS
Butterfly Pulses White Cow Peas (Chora Black Eyed Beans),"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,new subclass: COWPEAS/CHORA
Butterfly Pulses Yellow Kidney Beans,"PULSES - PEAS, LENTILS, BEANS",KIDNEY BEANS,Unprocessed/Minimally processed foods,false,new subclass: KIDNEY BEANS
CADBURY DAIRY MILK CARAM CHOC,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,false,Cadbury Dairy Milk Caramel chocolate bar
Carrefour Arabiata Pasta Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Carrefour Barbecue Sauce,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,new subclass: BBQ SAUCE
Carrefour Basil Tomato Cooking Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,
Carrefour Bio Peru,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,true,web: most likely Carrefour Bio organic Peruvian coffee; verify SKU (could be quinoa or chocolate)
