product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form
MUTLU COUS COUS,369,1543.9,1.3,27,3,2,3.4,0.0004,Cous Cous,Solid
NAARA CHOCOLATE OATMEAL COOKIES,448.148,1875.05,5.18519,59.2593,36.6667,22.2222,2.96296,0.311111,Oatmeal Cookies,Solid
NAIRN'S GLUTEN FREE OATS & CHOCOLATE CHIP COOKIES,470,1966.48,7.6,61.8,22.7,20.1,5.5,,Cookies,Solid
NANDO'S MEDIUM PERI PERI SAUCE,45,188.28,0.7,1.1,1,3.4,,,Sauce,Paste
NANDO'S PERI PERI GARLIC SAUCE,0,0,,,,,,,Sauce,Paste
NANDOS PERI PERI BAG & BAKE HOT,,,,,,,,,,
NANDOS PERI PERI HOT SAUCE,50,205,7,0,23,5,,2.865,Hot Sauce,Paste
NANDOS PERI PERI RUB GARLIC MED,,1218,5.5,67,45,2.1,,18.9,Food,Powder
NANDOS PERI PERI RUB SMOKEY BBQ MED,279,1177,4.2,52,42,4.2,,25,Food,Powder
NAPPI AMARENO GOLDEN CHERRIES,266.667,1115.73,0,66.6667,60,0,0.666667,0.000333333,Cherries,Solid
NAPPI COCOA DECORATIVE SUGAR VERMICELLI,,,,,,,,,Vermicelli,Solid
NAPPI MIX COLORED DECORATIVE SUGAR VERMICELLI,,,,,,,,,Vermicelli,Solid
NAPPI MONORPAGLIA COLORED BALLS,,,,,,,,,,
NAPPI RED MARASCHINO CHERRIES,250,1025,0,50,1000,0,0,0.0025,Cherries,Solid
NATURAL HEALTH COLD PRESSED EXTRA VIRGIN PURE SUNFLOWER OIL,,,,,,,,,Sunflower Oil,Liquid
NATURAL HEALTH HERBAL MCHUZI MIX,62,16,255,101,,10.059,,,Food,
NATURALLI BARLEY FLAKES POT,,,,,,,,,Barley Flakes,Solid
NATURALLI BLANCHED ROASTED AND SALTED ALMONDS,600,2510.4,20,14,,54,7,0.52,Roasted And Salted Almonds,Solid
NATURALLI BROWN LINSEEDS,405,1694.52,19,29,1,34,,,Brown Linseeds,Solid
NATURALLI BULGAR,,,,,,,,,,
NATURALLI COCONUT OIL,857.143,3586.29,0,0,0,100,0,,Coconut Oil,Liquid
NATURALLI COCONUT SUGAR,391,1635.94,,96,,,,,Coco Sugar,Solid
NATURALLI COUSCOUS,,,,,,,,,Couscous,Solid
NATURALLI CRANBERRY CRUNCH MUESLI CEREAL,456.14,1908.49,12.2807,56.1404,15.7895,21.0526,10.5263,,Muesli Cereal,Solid
NATURALLI CRUNCHY BRAN MUESLI CEREAL,410,1715.44,8,68.5,19.5,9.5,9,,Muesli Cereal,Solid
NATURALLI DESICCATED COCONUT,711,2974.82,7,7,7,69,16,,Desiccated Coconut,Solid
NATURALLI HIMALAYAN IODIZED PINK SALT,0,0,0,0,0,0,0,0.518,Pink Salt,Solid
NATURALLI HIMALAYAN PINK FINE SALT,0,0,0,0,0,0,0,38.75,Pink Salt,Solid
NATURALLI MORINGA POWDER,281,1179,5.9,38.2,0,0.2,8.27,0,Moringa Powder,Powder
NATURALLI PEARL BARLEY GRAIN,,,,,,,,,,
NATURALLI PISTACHIOS ROASTED & SALTED,568,2376,21,27,8,46,10,0.405,Pistachios,Solid
NATURALLI SALTED ALMOND BUTTER,190,794.96,6,6,2,17,3,0,Almond Butter,Paste
NATURALLI SESAME SEEDS,573,2397.43,18,23,0.3,50,12,0.011,Sesame Seeds,Solid
NATURALLI STRAWBERRY MUESLI CEREAL,397,1661.05,8,61,5,15,9,0.008,Muesli Cereal,Solid
NATURALLI SUNFLOWER SEEDS,584,2443.46,21,20,2.6,51,9,0.009,Sunflower Seeds,Solid
NATURALLI SUPER SWISS MUESLI CEREAL,377,1577.37,11,66,23,5,7,0.11,Muesli Cereal,Solid
NATURALLI UNSALTED ALMOND BUTTER,190,794.96,6,6,2,17,3,0,Almond Butter,Paste
NATURALLI W-240 CASHEWNUTS,625,2615,18,25,8,49,,,Cashewnuts,Solid
NATURALLI WALNUTS,185,774.04,4,3,,18,1,0.001,Walnuts,Solid
NATURALLI WHITE QUINOA GRAIN,,,,,,,,,,
NATURALLI WHOLE ALMONDS,575,2406,21,20,4.9,49,12,0.001,Almonds,Solid
NATURALLI WILD RICE,101,422,4,21,0.7,0.3,1.8,0.003,Rice,Solid
NATURALS COLD PRESSED EXTRA VIRGIN SUNFLOWER OIL,900,3762,,,,100,,,Sunflower Oil,Liquid
NATURE TASTE TAHINI PASTE,663,2738,24,2.2,0.7,6,9.3,,Tahini,Paste
NATURE'S CHOICE QUINOA GRAINS WHITE,428.571,1793.14,8.16327,69.3878,12.2449,7.14286,6.12245,0.612245,Quinoa Grains,Solid
NATURE'S OWN BEEF MASALA,140,585.76,14.6667,2,2,8,,0.3,Beef Masala,Powder
NATURE'S OWN BIRYANI MASALA,,,,,,,,,,
NATURE'S OWN CHICKEN MASALA,344.14,1440.01,9.19,56.94,,8.85,,0.258,Chicken Masala,Powder
NATURE'S OWN CURRY POWDER,325,1359.8,15,55,5,15,55,0.05,Curry Powder,Powder
NATURE'S OWN FENNEL SEEDS,323,1351.43,23,58,0,6.4,25,0.067,Fennel Seeds,Solid
NATURE'S OWN FISH MASALA,385.7,1627.1,16.5,58.1,,9.7,,1.4166,Fish Masala,Powder
NATURE'S OWN GARAM MASALA,306.667,1283.09,13.3333,53.3333,0,13.3333,26.6667,0.08,Garam Masala,Powder
NATURE'S OWN GROUND BLACK PEPPER,250,1046,11.5385,65.3846,0,3.84615,26.9231,0.0192308,Black Pepper,Powder
NATURE'S OWN GROUND CINNAMON,247,1033.45,4,81,2.2,1.2,53,0.01,Ground Cinnamon,Powder
NATURE'S OWN GROUND CLOVES,274,1146.42,5,65,2,13,33,0.277,Ground Cloves,Powder
NATURE'S OWN GROUND CORIANDER,23,96.232,2.13,3.67,0.87,0.52,2.8,0.046,Ground Coriander,Powder
NATURE'S OWN GROUND CUMIN,376.19,1573.98,19.0476,42.8571,4.7619,23.8095,9.52381,0.166667,Ground Cumin,Powder
NATURE'S OWN GROUND DHANA JEERA,376.19,1573.98,19.0476,42.8571,4.7619,23.8095,9.52381,0.166667,Ground Dhana Jeera,Powder
NATURE'S OWN GROUND GINGER,333.333,1394.67,11.1111,72.2222,5.55556,5.55556,16.6667,0.0277778,Ground Ginger,Powder
NATURE'S OWN GROUND MUSTARD,,,,,,,,,Ground Mustard,Powder
NATURE'S OWN GROUND SPICE ONION POWDER,,,,,,,,,,
NATURE'S OWN GROUND SPICE TURMERIC,342.857,1434.51,14.2857,57.1429,,14.2857,14.2857,0.0428571,Ground Spice Turmeric,Powder
NATURE'S OWN GROUND SPICES GARLIC POWDER,149,623.416,6,33,0,0,0,0.153,Garlic Powder,Powder
NATURE'S OWN GROUND WHITE PEPPER,,,,,,,,,Ground White Pepper,Powder
NATURE'S OWN GROUNDED BLACK PEPPER,,,,,,,,,Ground Black Pepper,Powder
NATURE'S OWN MINT,70,292.88,3.8,15,,0.9,8,0.031,Mint,Solid
NATURE'S OWN MIXED HERBS,290,1213.36,11.1,55.3,,2.8,,,Mixed Herbs,Solid
NATURE'S OWN MIXED SPICES,272.727,1141.09,10.9091,61.8182,3.63636,9.09091,38.1818,0.0436364,Mixed Spices,Powder
NATURE'S OWN PILAU MASALA,312.5,1307.5,12.5,37.5,,6.25,25,10.625,Pilau Masala,Powder
NATURE'S OWN ROSEMARY HERBS,572.5,2395.34,17.725,23.45,0.3,49.675,11.75,0.01,Rosemary Herbs,Powder
NATURE'S OWN SPICE MIX CHAT MASALA,500,2092,0,50,0,0,0,7.5,Chat Masala,Powder
NATURE'S OWN SPICE MIX CHICKEN MASALA,375,1569,12.5,62.5,12.5,12.5,25,8.125,Chicken Masala,Powder
NATURE'S OWN SPICE MIX TANDOORI MASALA,238,995.792,1,43,,10,,0.048,Tandoori Masala,Powder
NATURE'S OWN SPICE MIX TEA MASALA,193.648,810.223,8.82223,24.7022,7.05779,6.61667,,,Tea Masala,Powder
NATURE'S OWN TANDOORI MASALA,238,995.7,1,43,,10,,0.048,Tandoori Masala,Powder
NATURE'S OWN WHOLE FENUGREEK SEEDS,323,1351.43,23,58,0,6,25,0.067,Fenugreek Seeds,Solid
NATURE'S OWN WHOLE SPICES MUSTARD,508,2125.47,26,28,6.8,36,12,0.013,Mustard,Solid
NATURE'S TASTES HOT CHILLI SAUCE,88.2353,369.176,,17.6471,17.6471,,,1.88235,Sauce,Paste
NATURE'S TASTES KACHUMBARI MEDIUM RED SALSA,863,3610.79,117,64,,16,,0.007,Salsa,Paste
NATURE'S TASTES KACHUMBARI MILD RED SALSA,10,41.84,,2,,,,0.1,Red Salsa,Paste
NATURE'S TASTES LEMON MARMALADE,30,125.52,0,8,7,0,0,0,Marmalade,Paste
NATURE'S TASTES MANGO JAM,60,251.04,0,14,13,0,0,0.005,Mango Jam,Jelly
NATURE'S TASTES MIXED FRUIT JAM,,,,,,,,,Fruit Jam,Jelly
NATURE'S TASTES RASPBERRY JAM,241.3,1024,0.6,56.9,56.9,0.2,3.1,0.00056,Jam,Jelly
NATURE39S OWN GROUND PILAU MASALA,312.5,1307.5,12.5,37.5,,6.25,25,10.625,Pilau Masala,Powder
NATURERSQUOS OWN SEA SALT,0,0,0,0,0,0,0,40.7692,Sea Salt,Solid
NATURES OWN BIRYANI MASALA,,,,,,,,,,
NATURES OWN CHICKEN MASALA,30,1570,1,5,1,1,2,0.65,Chicken Masala,Powder
NATURES OWN CURRY POWDER,62,259.408,12.3,45,0,13.1,0,0,Curry Powder,Solid
NATURES OWN FISH MASALA,405,1694.52,11,61,3,13,0,0.145,Fish Masala,Powder
NATURES OWN GARAM MASALA,20,83.68,1,4,0,1,0,0.046,Garam Masala,Powder
NATURES OWN GROUNDED CHILLI,,,,,,,,,Ground Spice Chilli,Powder
NATURES OWN GROUNDED TEA MASALA,1637.5,6851.3,68.75,312.5,,,,,Tea Masala,Powder
NATURES OWN ONION POWDER,,,,,,,,,,
NATURES OWN WHOLE CORIANDER SEEDS,298,1246.83,12,13,0,18,42,0.035,Coriander Seeds,Solid
NATURES OWN WHOLE CUMIN,375,1569,18,44,2.3,22,11,0.168,Whole Cumin,Solid
NATURES OWN WHOLE CUMIN SEEDS,428,1790.75,17,33,2,22,10,0.2,Cumin Seeds,Solid
NATURES OWN WHOLE NUTMEG,509,2129.66,6,37,0,36,0,0.018,Nutmeg,Solid
NATURES TASTE HOT N SWEET SAUCE,154,644.336,0.5,38,37.4,,1,1.02,Sauce,Paste
NATURES TASTES STRAWBERRY JAM,344,1439.3,0.67,85.22,72.12,0.08,,,Jam,Jelly
NAWON BASIL SEED KIWI JUICE,,,,,,,,,Juice,Liquid
NAWON MANGO FRUIT,,,,,,,,,,
NAWON MIXED FRUIT,,,,,,,,,,
NAWON ORANGE FRUIT,,,,,,,,,,
NESCAFE 3 IN 1 ORIGINAL INSTANT COFFEE,447,1880,3,78,55,13,2.8,,Instant Coffee,Powder
NESCAFE 3IN1 CREAMY WHITE COFFEE,,,,,,,,,White Coffee,Powder
NESCAFE 3IN1 ORGANIC COFFEE 18GX25,447,1880,3,78,55,13,2.8,,Instant Coffee,Powder
NESCAFE CLASSIC COFFEE,,,,,,,,,,
NESCAFE CLASSIC INSTANT COFFEE,90,376.56,2,23,5,1,5,0.19,Instant Coffee,Powder
NESCAFE DOLCE GUSTO CAFE AMERICAN 16CAP,,,,,,,,,,
NESCAFE DOLCE GUSTO CAPPUCINO186,,,,,,,,,,
NESCAFE DOLCE GUSTO DECAFFEINTO,,,,,,,,,,
NESCAFE DOLCE GUSTO ESPRESO INTENSO 16CAP,,,,,,,,,,
NESCAFE DOLCE GUSTO ESPRESO MACCHIATO 16CAPS,,,,,,,,,,
NESCAFE DOLCE GUSTO LUNGO DECAF 16CAPS,,,,,,,,,,
NESCAFE DOLCE GUSTO NESQUIKCHOC 16CAP,,,,,,,,,,
NESCAFE G CAPPUCCINO COFFEE S,,,,,,,,,,
NESCAFE GOLD BLEND DECAF INSTANT COFFEE,8,33.472,7,3,3,,34,,Coffee,Powder
NESCAFE GOLD CAPPUCCINO HAZZELNUT COFFEE S,,,,,,,,,,
NESCAFE GOLD CAPPUCCINO REDUCED SUGAR COFFEE,,,,,,,,,,
NESCAFE GOLD ROAST COFFEE,,,,,,,,,,
NESCAFE TASTERS CHOICE DECAF 16 PACKETS INSTANCE COFFEE,,,,,,,,,,
NESTLE CEREVITA FLAKES WITH MILK,411.111,1720.09,8.88889,64.4444,20,11.1111,2.22222,0.264444,Flakes,Solid
NESTLE CEREVITA HONEY BREAKFAST CEREAL,630,2670,50,227,53.3333,9.66667,6,,Breakfast Cereal,Solid
NESTLE CEREVITA HONEY BREAKFAST CEREALS FLAKES,183,765.672,2,28,,7,,0.098,Cereals Flakes,Solid
NESTLE CINNAMON BREAKFAST BAR,,,,,,,,,,
NESTLE COFFEE MATE SF VANILLA,,,,,,,,,,
NESTLE GO FREE CORN FLAKES,,,,,,,,,,
NESTLE KITKAT 4 FINGER MILK AND COCOA PLAN CHOCOLATE BAR,502,2102,6.7,62.7,51,24.4,2.1,,,
NESTLE LION BAR,491,2057,5.3,66,50.9,22.6,1.4,,Chocolate Bar,Solid
NESTLE MILO ACTIV-GO,,,,,,,,,,
NESTLE MILO ACTIVE-GO CHOCOLATE MILK POWDER,416,1740.5,10.4,67.1,44,10.9,4,0.15,Milk Powder,Powder
NESTLE NESQUICK CEREAL BARS,,,,,,,,,,
NESTLE POLO ORIGINAL MINT CANDY,402,1707,,98.1,95.6,1,,,Candy,Solid
NESTLE QUALITY STREET CHOCOLATE,471,1976,3.3,67.3,58,20.7,1.2,,Chocolate,Solid
NESTLE ROLO CHOCOLATE TUBE,478,2004,4.8,67,58,20,1.2,,Chocolate Tube,Solid
NESTLE TOLA MINIATURES,,,,,,,,,,
NICO NATA DC STRAWBERRY JUICE,,,,,,,,,Juice,Liquid
NICO NICO RED GRAPE,,,,,,,,,,
NICO PASSION FRUIT,,,,,,,,,,
NOM NOMS MINI CHOCOLATE MARSHMALLOWS,97,412.9,1.1,23.1,21.1,0,0.2,0.0045,Marshmallows,Solid
NOM NOMS ORIGINAL MARSHMALLOWS,96,406,1,28.3,21.3,0.3,0,0.0044,Marshmallows,Solid
NOM NOMS ORIGINAL MINI MARSHMALLOWS,96,406,1,28.3,21.3,0.3,0,0.0044,Marshmallows,Solid
NOM NOMS SOURS APPLE MINI MARSHMALLOW,384.615,1609.23,3.84615,88.4615,76.9231,0,0,0,Marshmallow,Solid
NOM NOMS SOURS COLA MINI MARSHMALLOW,70,297,0.8,16,15.5,0,0.02,0,Marshmallow,Solid
NOM NOMS SOURS PEACH MINI MARSHMALLOW,322.727,1386.36,3.18182,78.6364,71.8182,0,1.36364,0.0313636,Marshmallow,Solid
NOM NOMS SOURS STRAWBERRY MINI MARSHMALLOWS,336,1405.82,2.8,79.9,53.6,0.6,0,0.036,Marshmallows,Solid
NORDA CRIBAZ BARBEQUE POTATO CRISPS,533,2230.07,5,54,,33,4,,Potato Crisps,Solid
NORDA TAMU TAMU TOMATO KETCHUP CORN CURLS,445,1861,7,69,5,15,,0.627,Corn Curls,Solid
NORDA TAMU TAMU TUTTI FRUITY CORN CURLS,445,1861,6,67,5,15,,0.625,Corn Curls,Solid
NORDA URBAN BITES FUNKY FRUITY CHUTNEY POTATO CRISPS,556.667,2329.09,5.66667,52.6667,,37,4.33333,0.000625,Potato Crisps,Solid
NORDA URBAN BITES NYAMA CHOMA POTATO CRISPS,563.333,2356.98,5.66667,51.3333,,38.3333,4.66667,0.000408333,Potato Crisps,Solid
NORDA URBAN BITES PARTY PAPRIKA POTATO CRISPS,556.667,2329.09,6,51.3333,,37.6667,5,0.541667,Potato Crisps,Solid
NORDA URBAN BITES SAMBA SALT AND VINEGAR POTATO CRISPS,531.111,2222.16,4.44444,48.8889,2.22222,31.1111,4.44444,0.795556,Potato Crisps,Solid
NORDA URBAN BITES SUMMER SALT POTATO CRISPS,470,1966.48,6,63,,20,,0.001,Potato Crisps,Solid
NORDA URBAN BITES TRENDY TOMATO POTATO CRISPS,300,1255.2,10,30,10,15,5,1.4,Potato Crisps,Solid
NORDA URBAN STIX KUKU CHOMA CRUNCHY CORN SNACKS,504,2109,45.4,64.2,1.3,22.7,,,Corn Snacks,Solid
NOVI BLACK BEANS,,,,,,,,,,
NTAMU TRADITIONAL PIZZA SAUCE,35,146.44,1,6,4,1,1,0,Sauce,Paste
NUT GOLD CRUNCHY PEANUT BUTTER,642,2686.13,26,20,9,51,5,0.35,Peanut Butter,Paste
NUT GOLD PEANUT BUTTER CREAMY,,,,,,,,,,
NUTCRACKER COUS COUS,,,,,,,,,,
NUTCRACKER MACADAMIA NUTS,35.7143,146.429,0,0,0,3.57143,0,0.0142857,Macadamia Nuts,Solid
NUTCRACKER PECAN HALVES,690,2886,9,14,4,72,10,0,Pecan Nuts,Solid
NUTCRACKER PERIPERI FLAVOUR MIXED NUTS,468.85,,16.1,13.23,6.26,65.33,4.7,120.1,snack,solid
NUTCRACKER PINENUTS,634,2653,20,26,0.3,50,0,0,Pinenuts,Solid
NUTCRACKER PUMPKIN SEEDS,446,1866,19,54,,19,18,0.018,Pumpkin Seeds,Solid
NUTCRACKER SAFARI SNACK MIX,743.4,,14.37,19.56,13.04,3.67,2.78,0,snack,solid
NUTCRACKER SALT & BLACK PEPPER MIXED NUT,523.07,,17.35,21.31,4.64,66.57,6.78,44.24,snack,solid
NUTCRACKER SESAME SEEDS,565,2363,19,17.8,0,48,,,Sesame Seeds,Solid
NUTCRACKER SMOKEY BBQ FLAVOUR MIXED NUT,471.5,,15.99,13.8,8.22,65.18,5.63,4.07,snack,solid
NUTCRACKER WHOLE ALMONDS CALIFORNIA,,,,,,,,,Almonds,Solid
NUTCRACKER WHOLE CASHEW NUTS,553,2313.75,18.22,30.19,5.91,43.85,3.3,0.012,Cashew Nuts,Solid
NUTCRAKER GRANOLA SNACK MIX,436,,5,45,21,4.5,6.9,0,snack,solid
NUTEEZ NATURAL CRUNCHY PEANUT BUTTER,616,2577.34,27,12,,50,,,Peanut Butter,Paste
NUTEEZ SMOOTH PEANUT BUTTER,620,2594.08,26.6667,20,6.66667,46.6667,10,0.02,Peanut Butter,Paste
NUTELLA FERRERO & GO HAZELNUT SPREAD AND MALTED BREAD STICKS,519.231,2172.46,7.69231,63.4615,44.2308,25,3.84615,0.230769,Hazelnut Spread,Solid
NUTELLA FERRERO COCOA AND HAZELNUT SPREAD,539,2253.02,6.3,57.5,56.3,30.9,,0.043,Spread,Paste
NUTFIELDS CASHEW NUTS,581,2430.9,16.8,30.2,,47.8,3.3,0.308,Cashew Nuts,Solid
NUTFIELDS DRY ROASTED AND SALTED MIXED NUTS,569.8,2384.04,16.8,24.5,4.6,49,8.4,0.3311,Mixed Nuts,Solid
NUTFIELDS DRY ROASTED AND SALTED PEANUTS,614,2541,26,9.2,4.5,51,8.8,0.32,Peanuts,Solid
NUTFIELDS MACADAMIA NUTS,761,3186,7.2,12.7,4.6,75.7,,,Macadamia Nuts,Solid
NUTFIELDS MIXED NUTS,597,2497.85,24,19,4,52,8,0.321,Mixed Nuts,Solid
NUTFIELDS UNSALTED CASHEW NUTS,582,2435.09,18,26,5,43,3,,Cashew Nuts,Solid
NUTFIELDS UNSALTED MACADAMIA NUTS,761,3184.02,7,12,,75,,,Macadamia Nuts,Solid
NUTRAMEAL ATTA MARK 1 WHEAT FLOUR,340,1422,13,72,,,11,,Wheat Flour,Powder
NUTRAMEAL BLACK GRAMS,,,,,,,,,Black Grams,Solid
NUTRAMEAL BLACK NJAHI BEANS,341,1426,22,62,2.1,1.4,16,0.005,Njahi Beans,Solid
NUTRAMEAL BLACK PEPPER CORNS,,,,,,,,,,
NUTRAMEAL BROWN ROSCOCO BEANS,362,1514,18,63,5,1,,0.02,Roscoco Beans,Solid
NUTRAMEAL BUTTER BEANS,35,155,1.4,7.3,2.45,0.2,3,,Butter Beans,Solid
NUTRAMEAL CHANA DAL,,,,,,,,,,
NUTRAMEAL CUMIN SEEDS POWDER,356,1489.5,18.7,36.6,0,15,12,0.06,Cumin Seeds Powder,Powder
NUTRAMEAL GOLDEN GRAMS,338,1414,25,61,,,6,,Golden Grams,Solid
NUTRAMEAL GREEN GRAMS POLISHED,,,,,,,,,,
NUTRAMEAL GREEN LENTILS,355.556,1486.67,24.4444,64.4444,2.22222,,11.1111,,Green Lentils,Solid
NUTRAMEAL IMPORTED POPCORN KERNELS,382,1598,12,78,,4,15,0.004,Kernels,Solid
NUTRAMEAL KALONJI,,,,,,,,,,
NUTRAMEAL KAMANDE (MASOOR WHOLE),164,686.176,7,26,5,4,7,1.046,Red Lentil,Solid
NUTRAMEAL MAKUENI GREEN GRAMS,,,,,,,,,,
NUTRAMEAL MASOOR DAL,,,,,,,,,,
NUTRAMEAL MWITEMANIA BEANS,337,1410,22,60,3.88,1.5,24,0.005,Mwitemania Beans,Solid
NUTRAMEAL NATURAL WHOLESOME CANE SUGAR,387,1619.2,,100,100,,,0.001,Cane Sugar,Solid
NUTRAMEAL NYAYO BEANS,346,1447,22,60,,1.3,4.8,,Nyayo Beans,Solid
NUTRAMEAL PIGEON PEAS,343,1435,22,63,,1.5,15,0.017,Pigeon Peas,Solid
NUTRAMEAL POLISHED GREEN GRAM,,,,,,,,,,
NUTRAMEAL POLISHED GREEN GRAMS,,,,,,,,,,
NUTRAMEAL RED COWPEAS,336,1405,23,60,6.9,1.26,10.6,0.016,Red Cowpeas,Solid
NUTRAMEAL RED KIDNEY BEANS,346,1447,22,60,,1.3,4.8,,Red Kidney Beans,Solid
NUTRAMEAL REGULAR CHICK PEAS,340,1422,11,73,2,0.4,8,,Chick Peas,Solid
NUTRAMEAL RICE FLOUR,,,,,,,,,Rice Flour,Powder
NUTRAMEAL ROSCOCO WHITE BEANS,,,,,,,,,,
NUTRAMEAL SEMOLINA FLOUR,80.198,335.549,13.8614,,,1.9802,,,Semolina Flour,Powder
NUTRAMEAL SOYA BEANS,172,719,18,8.4,3,9,6,0.001,Soya Beans,Solid
NUTRAMEAL SPLIT MOONGDAL,,,,,,,,,,
NUTRAMEAL SPLIT URAD DAL,,,,,,,,,,
NUTRAMEAL SPLIT WASHED MOONG DAL,,,,,,,,,,
NUTRAMEAL SUNFLOWER SEEDS,584,2443.46,20,20,2,51,8,0.009,Sunflower Seeds,Solid
NUTRAMEAL TOOR DAL,,,,,,,,,,
NUTRAMEAL WAIRIMU BEANS,341,1426.74,22,62,2.1,1.4,16,0.005,Wairimu Beans,Solid
NUTRAMEAL WASHED URAD DAL,,,,,,,,,,
NUTRAMEAL WHITE COWPEAS,366,1405,24,60,,1.3,,,White Cowpeas,Solid
NUTRAMEAL WHOLE NUTMEG,525,2196.6,5,49,,36,20,0.016,Nutmeg,Solid
NUTRAMEAL WHOLE WHEAT,,,,,,,,,,
NUTRAMEAL YELLOW BEANS,345,1443,22,60,,2.6,25,0.012,Yellow Beans,Solid
NUTRAMEAL YELLOW GRAMS CHANA,363,1518.79,20,58,,5,,,Yellow Grams Chana,Solid
NUTRI CHOICE PURE NATURAL AND ORGANIC REAL HONEY,,,,,,,,,Honey,Paste
NUTRI DELIGHT GLUTEN FREE ORIGINAL CHIP CHIP COOKIES,,,18.62,30.34,11.17,14.97,4.2,0.377,Food,Solid
NUTRI DELIGHT GLUTEN FREE PROTEIN PACKED CHOCOLATE CHIP COOKIES,,,18.62,30.34,11.17,14.97,4.2,0.377,Food,
NUTRI DELIGHTS C CHIP COOKIES,497,2081,5.5,64,33,12,3.3,,Cookies,Solid
NUTRI DELIGHTS MINI RAINBOW COOKIES,,,,,,,,,,
NUTRI DELIGHTS MINI TCHIP COOKIE,,,,,,,,,,
NUTRI DELIGHTS RED VELVET CHOCOLATE CHIP COOKIES,520.833,2179.17,6.25,72.9167,43.75,25,2.08333,0.260417,Chocolate Chip Cookies,Solid
NUTRO GOOD DAY CASHEW COOKIES,,,,,,,,,Cookies,Solid
NUTTISH LAND MACADAMIA COOKIES,480.59,669.4,26.31,53.63,20.36,12.36,2.15,,Cookies,Solid
NUTTISHLAND DRY ROASTED AND SALTED CASHEW NUTS,553,2313.75,18,30,6,44,,,Cashew Nuts,Solid
NUTTISHLAND DRY ROSTED AND SALTED CASHEW NUTS,553,2313.75,18,30,6,44,,0.012,Cashew Nuts,Solid
NUTTISHLAND DRY ROSTED AND SALTED MACADAMIA NUT,718,3004.11,8,14,4.6,76,,0.005,Macadamia Nut,Solid
NUTTISHLAND DRY ROSTED AND SALTED PEANUTS,567,2372.33,26,16,4,49,,0.018,Peanuts,Solid
NUTTISHLAND EXTRA VIRGIN MACADAMIA OIL,803,3360,,,,91,,,Macadamia Oil,Liquid
NUTTISHLAND MACADAMIA COOKIES,480.59,,26.31,53.63,20.36,26.31,2.15,,,
NUTTISHLAND MACADAMIA VEGETABLE OIL,900,,0,0,0,100,0,0,,
NUTTISHLAND MIXED NUTS,,2588,16.1,20.2,,58.4,,,,
NUVITA APPLE & CINNAMON COOKIES,49000,205016,700,7000,1700,1900,,,Cookies,Solid
NUVITA BARBEQUE BAKED CORN PUFFS,377,1577,6,86,11,2,3,0.891,Corn Puffs,Solid
NUVITA BARBEQUE THINS,428.571,1793.14,7.14286,75,10.7143,12.5,3.57143,0.607143,Potato Snack,Solid
NUVITA BRAVO G GLUCOSE BISCUITS,478.99,1999,7.1,82.4,,15,,,Biscuits,Solid
NUVITA BREAKTIME BISCUITS,488,2041,5,58,0,28,2,0.364,Biscuits,Solid
NUVITA BREAKTIME COCONUT BISCUITS,452,1891,7,58,8,32,6,0.671,Biscuits,Solid
NUVITA BUTTER BITES BISCUITS,500,2092,7,64,,25,,,Biscuits,Solid
NUVITA BUTTER COOKIES,495,2071.08,8,68,,21,,,Cookies,Solid
NUVITA CASHEW NUTS COOKIES,,,,,,,,,Cookies,Solid
NUVITA CEREOS CHOCO CHIP CEREAL,467,1954,8.7,59.9,26.5,20,1,0.28,Cereal Biscuits,Solid
NUVITA CEREOS HONEY & CINNAMON CEREAL,467,1954,8.7,59.9,26.5,20,1,0.28,Cereal Biscuits,Solid
NUVITA CEREOS OATMEAL CEREAL,369.333,1544,14.6667,64,,6.10667,10.9333,0.285333,Cereal,Solid
NUVITA CHEESE CORN PUFFS,559,2339,5.76,54.1,2.76,35.76,2.2,1.05,Corn Puffs,Solid
NUVITA CHOCO BISCUITS,517,2163,7,65,,25,,,Biscuits,Solid
NUVITA CHOCOLATE CHIPS COOKIES,466.667,1952.53,26.6667,60,53.3333,6.66667,,0.0666667,Cookies,Solid
NUVITA CHOCOLATE COATED WITH VANILLA CREAM SPONGE CAKE,382,1598.29,7,64,29,15,,,Cake,Solid
NUVITA CHOCOLATE COOKIES,500,2092,8,68,,21,,,Cookies,Solid
NUVITA CHOCOLATE CREAM PUFFS,,,,,,,,,,
NUVITA COCONUT COOKIES,,,,,,,,,Cookies,Solid
NUVITA CORN PUFFS CHEESE,,,,,,,,,,
NUVITA CORN PUFFS TOMATO FLAVOUR,,,,,,,,,,solid
NUVITA CRACKERS CHEESE,417.822,1748.17,6.93069,80.198,,6.93069,,,Biscuit,Solid
NUVITA CRUNCHY GINGER BISCUITS,,,,,,,,,Biscuits,Solid
NUVITA DIGESTIVE BISCUITS,560,2343.04,0,64,19,17,2,0,Biscuits,Solid
NUVITA DIGESTIVE CHOCOLATE COATED BISCUITS,430,1799.12,6,0,0,24,0,0,Biscuits,Solid
NUVITA DIGESTIVE CHOCOLATE CREAMS,500,2092,,60,20,20,,,Biscuit,Solid
NUVITA DIGESTIVE VANILLA CREAMS,500,2092,3.57143,64.2857,,21.4286,,0.5,Biscuit,Solid
