product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form
M&M'S CRISPY BUNNY NEW,,,,,,,,,,
M&MS CHOCOLATE,516,2157,10,58,53,26,,,Chocolate Bar,Solid
MA CUISINE CLASSIC TARTARE SAUCE,397.1,1661.46,10.5,85.4,54.2,1.5,,0.0091,Sauce,Paste
MA CUISINE JUST MIXED FRUIT JAM,285,1192.44,0.5,70,70,0,0.5,0.12,Jam,Jelly
MA CUISINE JUST RASPBERRY JAM,232,970.688,0.5,56,0.3,0.5,3.9,0.007,Jam,Jelly
MA CUISINE JUST STRAWBERRY JAM,240,1021,0,59,59,0,1.1,,Jam,Jelly
MA CUISINE MANGO CHUTNEY,136,569.024,0.8,32.8,2.4,1.2,,,Mango Chutney,Paste
MA CUISINE SEVILLE ORANGE MARMALADE FRUIT JAM,245,1025.08,0.3,65,60,0.3,0.7,0.037,Jam,Jelly
MA CUISINE TOMATO CHUTNEY,313,1309.59,0.1,61,27,0.1,1,0.52,Tomato Chutney,Paste
MA CUISINE WILD BUSH HONEY,340,1422.5,,85,,,,,Honey,Liquid
MAC ANDREWS CHOCOLATE CHIP AND HAZELNUT COOKIES,457,1912.09,5,60,38,23,4,0.027,Cookies,Solid
MACCOFFEE 3 IN 1 HAZELNUT COFFEE,430,1799.12,3,83,,10,,,Coffee,Powder
MACCOFFEE 3 IN 1 HAZELNUT COFFEE X OF,430,1799.12,3,83,,10,,,Coffee,Powder
MACCOFFEE 3 IN 1 IRISH CREAM COFFEE,420,1757.28,3,81,,9,,,Coffee,Powder
MACCOFFEE 3 IN 1 MORNING WHITE COFFEE MIX,450,1882.8,5,70,37.5,17.5,,0.325,Coffee Mix,Powder
MACCOFFEE 3 IN 1 PLUS WHITE COFFEE MIX,425,1780,19.7,36.8,33.3,19.7,4.3,0.33,White Coffee Mix,Powder
MACCOFFEE 3 IN 1 PLUS WHITE COFFEE MIX X OF,425,1780,19.7,36.8,33.3,19.7,4.3,0.33,White Coffee Mix,Powder
MACCOFFEE 3 IN 1 STRONG COFFEE,426,1782.38,4.5,78,55,10,2.5,,Coffee,Powder
MACCOFFEE CAFE PHO 3 IN 1 INSTANT ICED COFFEE,475,1987.4,3.91667,71.6667,48.3333,18.9167,,0.366667,Instant Iced Coffee,Powder
MACCOFFEE CAFE PHO 3 IN 1 INSTANT ICED COFFEE X OF,475,1987.4,3.91667,71.6667,48.3333,18.9167,,0.366667,Instant Iced Coffee,Powder
MACCOFFEE CLASSIC COFFEE,0.3,,2,100,,0.004,,,Food,
MACCOFFEE CLASSIC INSTANT COFFEE MIX,304,1276,22.6,40.2,0.5,0.5,23.7,0.03655,Instant Coffee Mix,Powder
MACCOFFEE CREME NON DAIRY CREAMER,551,2305.38,1.2,57,7.6,34,,,Dairy Creamer,Powder
MACCOFFEE KENYAN COFFEE MEDIUM,42,175.728,,8,,,,,Coffee,Solid
MACCOFFEE KENYAN KAHAWA MEDIUM ROAST MEDIUM GRIND COFFEE,6.32911,418.397,,,,,,,Coffee,Powder
MACCOFFEE STRONG 3 IN 1 COFFEE X 20 PIECES,91,380.744,0.5,15.5,13.6,3,0.5,0.0252,Coffee,Powder
MACTEA ORIGINAL 3 IN 1 MILK INSTANT TEA MIX,89,372,0.4,16.7,13.2,2.2,0.2,0.02,Instant Tea Mix,Powder
MACUISINE GARLIC MAYONNAISE,580,2426.72,1,9,4,,,0.45,Mayonnaise,Paste
MACUISINE GOOD BEE HONEY,272.51,1140.18,0.3,66.79,,0.11,,,Honey,Paste
MACUISINE HOT TOMATO KETCHUP,,,,,,,,,,
MACUISINE JUST MAYONNAISE,680,2845.12,1,0.6,0.6,12,,0.635,Mayonnaise,Paste
MACUISINE REAL TOMATO KETCHUP,,,,,,,,,,
MACUISINE VEGAN MAYONNAISE,654,2738,0.5,3.9,2.7,72,,,Mayonnaise,Paste
MAGGI STAR FORTIFIED SEASONING CUBES X OF,173,728,5.1,29,0.4,3.7,,,Seasoning Cubes,Powder
MAGICAL GUMMY BANANAS,340,,7.9,75.7,52.5,0.1,0,0.028,Food,solid
MAGICAL GUMMY BONES,340,,7.9,75.7,52.5,0.1,0,0.028,Food,solid
MAGICAL GUMMY CHEESE CAKE,,,,,,,,,,
MAGICAL GUMMY COLA BOTTLES,340,,7.9,75.7,52.5,0.1,0,0.028,Food,solid
MAGICAL GUMMY FRUIT,,,,,,,,,,
MAGICAL GUMMY RING,340,,7.9,75.7,52.5,0.1,0,0.028,Food,solid
MAGICAL GUMMY TEETH,,,,,,,,,,
MAGICAL GUMMY TURTLE,340,,7.9,75.7,52.5,0.1,0,0.028,Food,solid
MAGICAL SOUR GUMMY WORMS,340,,7.9,75.7,52.5,0.1,0,0.028,Food,solid
MAILLE DIJON ORIGINAL MUSTARD,151,631,7,3.5,1.9,11,2,,Mustard,Solid
MAISHA DRINKING WATER,0,0,,,,,,0.004,Water,Liquid
MALBROS DAAWAT AROMATIC RICE,366.667,1533.33,8.88889,80,,,,,Rice,Solid
MALBROS DAAWAT BIRYANI RICE,350,1464,8.8,78,,0.47,1.6,0.0017,Rice,Solid
MALBROS DAAWAT BROWN RICE,350,1464,9.7,75,,2.5,2.5,0.005,Rice,Solid
MALBROS DAAWAT LONG GRAIN RICE,129.747,542.405,2.72152,28.481,0.0632911,0.253165,0.379747,0.00101266,Rice,Solid
MALTERSERS CHOCOLATE BALL,505,2115,8.2,62,52,25,0,0.17,Chocolate,Solid
MALTESERS BUNNY POPCORN NEW,,,,,,,,,,
MALTESERS MINI BUNNIES C STRIP,,,,,,,,,,
MALTESERS SMALL BOX,503,2105,8.1,62,53,25,,,Chocolate Box,Solid
MALTESERS SPREAD,,,,,,,,,,
MAMA'S CHOICE CHIPS SAUCE,82,336,4.3,19,12,0.5,4.1,0.059,Chips Sauce,Paste
MAMA'S CHOICE CHIPS TOMATO SAUCE,82,336,4.3,19,12,0.5,4.1,0.059,Sauce,Paste
MAMAS CHOICE CHILLI,114.286,477.143,11.4286,2.85714,2.85714,8.57143,0,0.485714,Chilli Sauce,Liquid
MAMA’S CHOICE CHIPS SAUCE,82,336,100,19,12,0.5,,,437kcal,0g
MANGO FRESH JUICE,,,,,,,,,Juice,Liquid
MANJI ASSORTED CREAM BISCUITS,400,1673.6,6.4,51.2,,18.4,,,Biscuits,Solid
MANJI BISCUITS ASSORTED BUDGET1K,,,,,,,,,,
MANJI BISCUITS CHOCOLATE,,,,,,,,,,
MANJI BISCUITS CLASSIC COMBO 1K,468,1958.11,8,68,,16,,,Biscuit,Solid
MANJI BISCUITS DIGESTIVE,459,1920.46,5,72,,17,,,Biscuit,Solid
MANJI BUTTER CASHEW COOKIES,,,,,,,,,Cookies,Solid
MANJI CHOCOLATE CHIPS COOKIES,466.667,1952.53,,60,53.3333,6.66667,26.6667,0.0666667,Cookies,Solid
MANJI CHOCOLATE CREAM BISCUITS,,,,,,,,,Biscuits,Solid
MANJI CHOCOLATE DIGESTIVE BISCUIT,1530,6401.53,16.6667,240,,56.6667,,,Digestive Biscuit,Solid
MANJI CLASSIC REAL GINGER COOKIES,,,,,,,,,Cookies,Solid
MANJI COCONUT COOKIES,,,,,,,,,Cookies,Solid
MANJI COOKIES FAIRYLAND CHIPS,459,1920.46,5,64,,27,,,Cookies,Solid
MANJI CUSTARD CREAM BISCUITS,588,2460.19,6,68,,19,,,Biscuits,Solid
MANJI DIGESTIVE BISCUIT,1530,6401.53,16.6667,240,,56.6667,,,Biscuit,Solid
MANJI DINNER CRACKERS BISCUIT,512,2142.21,,64,,20,,0.044,Biscuit,Solid
MANJI FAMILY BISCUITS,468,1958,8,68,0,16,0,0,Biscuit,Solid
MANJI GINGER COOKIES,,,,,,,,,Cookies,Solid
MANJI GINGER SNAPS BISCUITS,,,,,,,,,Biscuit,Solid
MANJI GINGERNUT BISCUIT,,,,,,,,,Biscuit,Solid
MANJI GLUCOSE BISCUIT,464,1941.3,8,72,,15,,,Biscuit,Solid
MANJI GOOD DAY DIGESTIVE BISCUIT,459,1920.46,5,72,,17,,,Digestive Biscuit,Solid
MANJI HIGH ENERGY EGG AND MILK BISCUIT,450,1882.8,8,74,0,15,0,0,Biscuit,Solid
MANJI HIGH ENERGY HONEY AND CHOCOLATE BISCUIT,460,1924.6,8,72,24,16,6,0.34,Biscuit,Solid
MANJI MANJIMIX OATS WITH ALMONDS AND RAISINS WHOLE GRAIN CEREAL BISCUITS,430.769,1802.31,,69.2308,,14.6154,,,Cereal Biscuits,Solid
MANJI MARIE BISCUITS,,,,,,,,,Biscuit,Solid
MANJI MARIE CLASSIC BISCUITS,,,,,,,,,Biscuit,Solid
MANJI MILK CHOCOLATE CHOCOLATE FINGERS BISCUIT,509,2130,,64,37,25,2.1,,Biscuit,Solid
MANJI MILKSTAR MILK BISCUIT WITH GLUCOSE,210,878.6,3,87,0,6,0,0,Biscuit,Solid
MANJI MORNING BREEZE BISCUITS,,,,,,,,,Biscuit,Solid
MANJI NICE BISCUIT,468,1958,8,68,0,16,0,0,Biscuit,Solid
MANJI NICE BISCUITS WITH COCONUT BUDGET,468,1958,8,68,0,16,0,0,Biscuit,Solid
MANJI NICE COCONUT BISCUIT,468,1958,8,68,0,16,0,0,Biscuit,Solid
MANJI ORANGE CREAM BISCUIT,69,282,0,11,0,2,0,0,Biscuit,Solid
MANJI ORANGE CREAM BISCUITS,588,2460,6,68,,19,,,Biscuits,Solid
MANJI PINEAPPLE CREAM BISCUITS,400,1673.6,6.4,51.2,,18.4,,,Biscuits,Solid
MANJI PURE BUTTER ALMOND COOKIES,286.667,1199.41,,51.3333,,10.6667,4,,Cookies,Solid
MANJI SALTY SNACK BISCUIT,468,1958.11,8,68,,16,,,Biscuit,Solid
MANJI SHORTBREAD BISCUITS,516,2158.94,6.54,61,18,27.5,,,Biscuits,Solid
MANJI SHORTCAKE BISCUIT,416,1740.4,8,72,8,8,8,0,Biscuit,Solid
MANJI STRAWBERRY CREAM BISCUITS,,,,,,,,,Biscuits,Solid
MANJI SWISS BANANA WAFER,541.667,2266.33,0,62.5,33.3333,33.3333,0,0.166667,Wafer,Solid
MANJI SWISS CHOCOLATE WAFER,,,,,,,,,Wafer,Solid
MANJI SWISS STRAWBERRY WAFER,500,2092,5,71,20,22,,,Wafer,Solid
MANJI TREAT CASHEW COOKIES,451,2263,6.35,66,22,18,,0.3,Cookies,Solid
MANJI TREAT MILK CHOCOLATE COOKIES,517,2163,7,65,,25,,,Cookies,Solid
MARIANDAZI BAKING POWDER,52.1739,218.283,,28.2609,,,,10.6087,Baking Powder,Powder
MARINAT KIRINYAGA ARABICA DARK ROAST GROUND COFFEE,,,,,,,,,Ground Coffee,Powder
MARINAT KIRINYAGA DARK ROAST COFFEE BEANS,2.4,10.0416,0.3,0,0,0.1,0,0.0047,Coffee Beans,Solid
MARINAT KIRINYAGA HONEY SELECT AND GRIND ARABICA COFFEE,1,4.184,,0.1,,,,,Coffee,Powder
MARINAT KIRINYAGA HONEY SELECT AND GRIND ARABICA COFFEE BEANS,2.4,10.041,0.3,0,0,0.01,0,4.7,Coffee Beans,Solid
MARMITE ORIGINAL,,,,,,,,,,
MARMITE YEAST EXTRACT,263,1100,34,30,,0.1,1.1,,Yeast Extract,Paste
MARS CELEBRATIONS CHOCOLATE,495,2071,5.5,62,55,24,,,Chocolate,Solid
MARS CHOCOLATE BAR,228,953,2,35,31.5,8.4,,,Chocolate Bar,Solid
MARS GALAXY SMOOTH SPREAD,,,,,,,,,,
MARS TWIX SPREAD,,,,,,,,,,
MARTINI ROSE DEMISEC SPARKLING WINE,,,,,,,,,Wine,Liquid
MASTER CHEF PREMIUM VEGETABLE COOKING OIL,,,,,,,,,,
MASTER KANG BEEF WITH CABBAGE PICKLED INSTANT NOODLE,721,3019,47.2,75.7,,41.3,,,Instant Noodle,Solid
MASTER KANG GREEN TEA,18,75,0,4.5,4.2,0,0,0,Tea,Liquid
MASTER KANG HOT BEEF NOODLE,,,,,,,,,Noodle,Solid
MASTER KANG ICED PEAR TEA DRINK,48,204,,22,2.8,,,,Iced Pear Tea Drink,Liquid
MASTER KANG JASMINE TEA,18,75,0,4.5,4.2,0,0,0,Tea,Liquid
MAYERS 10 LITERS DISTILED WATER,,,,,,,,,Spring Water,Liquid
MAYERS NATURAL SPRING SPARKLING WATER,1,4.184,,0.01,,,,,Sparkling Water,Liquid
MAYERS SPRING WATER STILL,,,,,,,,,Sparkling Water,Liquid
MCVITIE'S DIGESTIVE BISCUIT,481,2012.5,7,62,16,21,,,Biscuit,Solid
MCVITIE'S DIGESTIVE DARK CHOCOLATE BISCUIT,496,2075.26,4,40,17,16,,0.198,Biscuit,Solid
MCVITIE'S DIGESTIVE WHEAT BISCUIT,481,2012.5,7,62,16,21,,0.534,Biscuit,Solid
MCVITIE'S LIGHT DIGESTIVE BISCUIT,440,1840.96,6.66667,66.6667,20,13.3333,,,Biscuit,Solid
MCVITIE'S MARIE FINGER BISCUITS,448,1874,7.2,72.5,20.7,14.3,3,0.016,Biscuits,Solid
MCVITIES BN STRAWBERRY BISCUIT,398,1681,5.3,75,32,8.4,2.5,,Biscuits,Solid
MCVITIES DARK COOKIE CREAM CHOCOLATE,,,,,,,,,,
MCVITIES DARK COOKIE CREAM ORANGE,,,,,,,,,,
MCVITIES OAT CRUNCH COOKIES,472,1976,7.4,61.8,22.9,20.2,6.5,0.327,Cookies,Solid
MCVITIES SANDWICH BISCUITS CHOCOLATE VANILLA,,,,,,,,,,
MCVITIES SANDWICH BISCUITS DARK CHOCOLATE,,,,,,,,,,
MELINDA'S CHIPOTLE HOT SAUCE,,,,,,,,,,
MELINDA'S ETRA HOT SAUCE,,,,,,,,,,
MELINDA'S EXTRA HOT SAUCE,,,,,,,,,,
MELINDA'S EXTRA RESERVE,,,,,,,,,,
MELINDA'S GARLIC HOT SAUCE,,,,,,,,,,
MELINDA'S GHOST PEPPER HOT SAUCE,,,,,,,,,,
MELINDA'S HOT SAUCE,,,,,,,,,,
MELINDA'S JALAPEÍO HOT SAUCE,,,,,,,,,,
MELINDA'S MANGO HOT SAUCE,,,,,,,,,,
MELINDA'S NAGA JOLOKIA PEPPER HOT SAUCE,,,,,,,,,,
MELINDA'S REDSAVINA HOT SAUCE,,,,,,,,,,
MELINDA'S SCORPION PEPPER HOT SAUCE,,,,,,,,,,
MELINDA'S SCOTCH BONNET HABANERO PEPPER HOT SAUCE,,,,,,,,,,
MELITTA ORIGINAL WHITE FILTER PAPER COFFEE 40 PIECES,2.4,10.0416,0.3,0,0,0.1,0,0.0047,Coffee,Powder
MELVINS BBQ SEASONING SALT,367,1535.53,10,57,30,8.3,6.7,0.183,Seasoning Salt,Powder
MELVINS HERBAL SALT,44,184.09,2,0,0,0,0,0.032,Salt,Solid
MELVINS HERBAL SEASONING MIX,44,184.09,2,0,0,0,0,0.032,Seasoning Mix,Powder
MELVINS IODIZED FLOW TABLE SALT,0,0,0,0,0,0,0,38.758,Table Salt,Solid
MELVINS LEMON CHILI SEASONING SALT,100,418.4,4,26,0,1,10,21.3,Seasoning Salt,Powder
MENTOS GRAPE ROLL CANDY 14 PIECES,,,,,,,,,Candy,Solid
MENTOS INCREDIBLE CHEW GREEN APPLE CANDY,414,1732.18,2,81,59,8.8,,0.01,Candy,Solid
MENTOS PURE FRESH BREATH SUGAR FREE WINTER GREEN TEA CHEWING GUM,,,,,,,,,Chewing Gum,Solid
MENTOS PURE FRESH MINT CHEWING GUM,181,757,,73,71,,,,Chewing Gum,Solid
MENTOS PURE FRESH STRAWBERRY CHEWING GUM,,,,,,,,,,Solid
MENTOS PURE FRESH WINTER GREEN CHEWING GUM,173,724,70.7,0.1,,0.1,0.1,0.008,Chewing Gum,Solid
MENTOS ROLL RAINBOW CHEWY,,,,,,,,,,
MENTOS STRAWBERRY CHEWING GUM (14 PIECES),386,1615,,92.5,70.1,1.7,,0.04,Chewing Gum,Solid
MERIDIAN BARLEY MALT EXTRACT,,,,,,,,,,
MERIDIAN ORGANIC & FT MOLASSES,,,,,,,,,,
MERIDIAN ORGANIC BARLEY MALT EXT,,,,,,,,,,
MERIDIAN ORGANIC MOLASSES,278,1163,3.8,65.3,60.5,0.2,,,Molasses,Solid
MERIDIAN ORGANIC TAHINI DARK,,,,,,,,,,
MERIDIAN ORGANIC TAHINI LIGHT,,,,,,,,,,
MERIDIAN TAHINI DARK,,,,,,,,,,
MIKSI CHOCOLATE MILK DRINK POWDER,457,1912.09,12,61,,18,,,Milk Drink Powder,Powder
MIKSI COFFEE,452,1891.17,11,61,0,17,0,0,Milk Drink,Powder
MIKSI COFFEE SINGLES,33,138.072,,3,,1.2,,0.035,Milk Drink,Liquid
MIKSI FLAVOURED CHOCOLATE,457,1912.09,12,61,0,18,0,0,Drink Powder,Powder
MILANGO DIAMOND HAZELNUT MILK CHOCO WAFER,531.579,2224.13,10.5263,42.1053,42.1053,36.8421,10.5263,0.0894737,Wafer,Solid
MILKA ALPINE MILK CHOCOLATE,,,,,,,,,,
MILKA BUBBLY MILK & WHITE,,,,,,,,,,
MILKA EXTRA COCOA CHOCOLATE,,,,,,,,,,
MILKA MILK & WHITE CHOCOLATE,,,,,,,,,,
MILKA OREO,,,,,,,,,,
MILKA OREO BAR CHOCOLATE,,,,,,,,,,
MILKYBAR BLOCK,,,,,,,,,,
MILKYBAR BUTTONS,,,,,,,,,,
MILKYBAR BUTTONS GIANT,,,,,,,,,,
MILKYBAR BUTTONS RSPB,,,,,,,,,,
MILYA'S CARAMEL POPCORN,398,1665,1,90,,3.67,0.92,0.2,Popcorn,Solid
MILYA'S TUTTI FRUTTI FLAVOURED POPCORN,430,1812,6.7,71,38,11.5,7.5,,Popcorn,Solid
MILYA'S TUTTIFRUTTI FLAVOURED POPCORN,430,1812,6.7,71,38,11.5,7.5,,Popcorn,Solid
MINUTE MAID MANGO JUICE,60,251.04,0.8,15,14,0.4,1.6,0.001,Juice,Liquid
MINUTE MAID MANGO PULPY JUICE,60,251.04,0.8,15,14,0.4,1.6,0.001,Juice,Liquid
MINUTE MAID TROPICAL JUICE,65,271.96,0.3,15,,0.1,0.3,,Juice,Liquid
MIRINDA FRUITY CARBONATED MIXED BERRY SOFT DRINK,,,,,,,,,,
MIRINDA GREEN APPLE,,,,,,,,,,
MIRINDA GREEN APPLE SOFT DRINK,49,206,0,15,13,0,0,0.005,Soft Drink,Liquid
MIRINDA ORANGE CARBONATED SOFT DRINK,,,,,,,,,,
MIRINDA ORANGE SOFT DRINK,53,221,0,14,14,0,0,0.004,Soft Drink,Liquid
MIRINDA PINEAPPLE,,,,,,,,,,
MIRINDA PINEAPPLE SOFT DRINK,,,,,,,,,,
MIRINDA SODA,,,,,,,,,,
MIYATA BIO ORGANIC MISO AKA PASTE,199,832,12,26,,5,5,3.722,Miso Aka Paste,Paste
MIYATA PANKO BREAD CRUMBS,348.5,1458.12,7.8,37.9,7,18.8,0,0.5368,Bread Crumbs,Solid
MIYATA SOBA BUCK WHEAT NOODLE,345,1443.48,18,65,0,1,0,0,Noodle,Solid
MIYATA SOMEN NOODLES,345,1443.48,18,65,0,1,0,0,Noodle,Solid
MIYATA SUSHI EXPERT MIRIN,307,1305,0.5,77,54,0.5,,,Mirin,Liquid
MIYATA SUSHI EXPERT PANKO BREADCRUMBS,360,1528,13,73,5.6,1.4,2.1,,Breadcrumbs,Powder
MIYATA TERIYAKI SAUCE,128,544,2.5,28,27,0.5,,,Sauce,Liquid
MIYATA UDON NOODLES,352,1492,12,73,1.7,1.1,,,Noodles,Solid
MIYATA WASABI PASTE,,,,,,,,,,
MJ'S ITALIAN DRESSING,283,1184.07,0.5,10.3,4,28.1,0,1.642,Sauce,Liquid
MJ'S ORIGINAL TOMATO KETCHUP,95,397.48,0,24,22,0,0,0.441,Ketchup,Paste
MJ'S PREMIUM YELLOW MUSTARD SAUCE,100,418.4,,,,,,1.28,Sauce,Paste
MJ’S BARBECUE SAUCE,70,292.88,0,17,15,0,0,0.3,Sauce,Paste
MJ’S BLACK PEPPER MAYONNAISE,49,205.016,0,0,0,5,0,0.058,Mayonnaise,Cream
MJ’S MAYOCHUP SAUCE,174,728.016,0,10,1,15,0,0.745,Sauce,Paste
MJ’S OLIVES MAYONNAISE,176,736.384,0,4,0,15,0,0.664,Mayonnaise,Cream
MJ’S ORIGINAL MAYONNAISE,174,728.016,0.2,0,1.7,15.3,0.1,0.745,Mayonnaise,Cream
MJ’S RED CHILLI MAYONNAISE,174,728.016,0,1,0,15,0,0.745,Mayonnaise,Cream
MLOGO DIAMOND BASMATI RICE,,,,,,,,,,
MLOGO GOLD BASMATI RICE,,,,,,,,,,
MOGU MOGU BLACKCURRANT DRINK,,,,,,,,,,
MOGU MOGU GRAPE DRINK,,,,,,,,,Fruit Juice,Liquid
MOHAWK KOMBUCHA BERRICIOUS,,,,,,,,,,
MOHAWK KOMBUCHA GINGER,,,,,,,,,,
MOHAWK KOMBUCHA PEACH,,,,,,,,,,
MOHAWK MAN-GO -WILD,,,,,,,,,,
MOHAWK MANGO WILD,,,,,,,,,,
MOKA FINE GRIND COFFEE,7.5,31.38,1,1,0,0,,0,Coffee,Powder
MONDELEZ TRIDENT BUBBLEGUM 14 STICKS,,,,,,,,,Bubblegum,Solid
MONDELEZ TRIDENT CINNAMON BUBBLEGUM 14 STICKS,,,,,,,,,Cinnamon Bubblegum,Solid
MONDELEZ TRIDENT PERFECT P/MINT14S,,,,,,,,,,
MONSTER MUCHO LOCO,1,6,,0.4,,,,,Energy Drink,Liquid
MONSTER MUCHO LOCO ENERGY DRINK X OF,,,,,,,,,Energy Drink,Liquid
MONSTER ORIGINAL ENERGY DRINK,12,11,47,100,,,,,Beverage,
MONSTER ORIGINAL ENERGY DRINK X OF,12,11,47,100,,,,,Beverage,
MONSTER ZERO ULTRA WHITE ENERGY DRINK,,,,,,,,,Beverage,
MONSTER ZERO ULTRA WHITE ENERGY DRINK X OF,,,,,,,,,Beverage,
MORNING HARVEST BRAN FLAKES,339,1431,13.5,62,13.4,2,15.6,,Bran Flakes,Solid
MORNING HARVEST CORN FLAKES,1610,6736.24,7,82,0,64,1,0,Corn Flakes,Solid
MORNING HARVEST CORN FLAKES CEREAL,390,1653,5,82,9.2,3.1,1.7,0.00188,Corn Flakes Cereal,Solid
MORNING HARVEST CORNFLAKES BAG,,,,,,,,,,
MORNING HARVEST FROSTED CORN FLAKES,387,1641,7.7,85,6.1,1.2,2.5,,Corn Flakes,Solid
MORNING HARVEST INSTANT WHITE OATS,360,1506,11,60,,8,8.5,,Oats,Solid
MORNING HARVEST JUMBO OATS,376,1588,11.8,62,1,6.5,11.1,,Oats,Solid
MORNING HARVEST RICE CRISPIES,378,1105,7,85,7,1,1.5,,Rice Crispies,Solid
MORNING HARVEST STRAWBERRY MUESLI,396.76,1660,9.48,80.13,14.51,4.28,8,,Muesli,Solid
MORNING HARVEST SUPERFAST OATS BAG,385,1610,12.4,66,0,8.13,4,,Oats,Solid
MORNING HARVEST SUPERFAST WHITE OATS,360,1506,11,60,,8,8.5,,Oats,Solid
MOTHER'S RECIPE TANDOORI PASTE,,,,,,,,,,
MOTHERS CHOICE HOME BAKING FLOUR,364,1522.98,10,76,0,0,0,0,Home Baking Flour,Powder
MOUNTAIN DEW CITRUS SODA,,,,,,,,,Soda,Liquid
MOUNTAIN DEW SODA,,,,,,,,,,
MOUNTAIN DEW SOFT DRINK,,,,,,,,,,
MR BERRY CO ASSORTED TOFFEE,190,794.96,1,31,19,7,0,0.095,Toffee,Solid
MR BERRY ICE COOL ARCTIC MINT CANDY,,,,,,,,,Candy,Solid
MR BERRY KING CAKE TRI D VANILA,,,,,,,,,,
MR BERRY TOO GOODY TOFFEE BARS 1 PIECES,414.815,1735.59,3.7037,59.2593,0,14.8148,0,0,Toffee Bar,Solid
MR BERRY XPLODE STRAWBERRY BUBBLE GUM,390,1631,0,78,0,0,0,,Bubble Gum,Solid
MR BERRY'S BIGG DADDY PASSION LOLLIPOP,392,1641.92,0,95,0,0,0,,Lollipop,Solid
MR BERRY'S KING KUBA XXL BIGGER GUM CENTER TONGUE PAINTER LOLLIPOP 50 PIECES,302.43,1267,,95.19,,,,,Lollipop,Solid
MR BERRY'S MAMBO BANANA BUBBLE GUM 5 PIECES,320,1338.9,,2,2,,,,Bubble Gum,Solid
MR BERRY'S MAMBO STRAWBERRY BUBBLE GUM 5 PIECES,166,694,67.5,67.5,,,,,Bubble Gum,Solid
MR ORGANIC DARK CHOCOLATE SPREAD,,,,,,,,,,
MT KENYA NATURAL DRINKING WATER,0,0,,,,,,0.005,Drinking Water,Liquid
MT KENYA NATURAL DRINKING WATER 18.9,0,0,0,0,0,0,0,0.035,Drinking Water,Liquid
MT KENYAN NATURAL DRINKING WATER,0,0,,,,,,0.005,Drinking Water,Liquid
MULSONS BEEF MASALA,,,,,,,,,,
MULSONS BIRYANI MASALA,,,,,,,,,,Powder
MULSONS BLACK PEPPER CORN,,,,,,,,,,Powder
MULSONS CLOVES POWDER,,,,,,,,,,Powder
MULSONS CUMMIN SEEDS,375,1569,18,44,2.3,22,11,0.168,Cummin Seeds,Solid
MULSONS FISH MASALA,,,,,,,,,,Powder
MULSONS NUTMEG POWDER,,,,,,,,,,powder
MULSONS POUSSIN SAUCE BLEND MILD,,,,,,,,,,Powder
MULSONS SAGE,,,,,,,,,Sage,Solid
MULSONS SPICES CHICKEN MASALA,30,125,1,4,1,1,,0.045,Chicken Masala,Powder
MULSONS SPICES CHILI POWDER,282,1179.89,13,50,7,14,35,1.64,Chili Powder,Powder
MULSONS SPICES CINNAMON POWDER,352,14732,4.25,81,0,1.3,50.6,0,Cinnamon Powder,Powder
MULSONS SPICES CLOVES WHOLE,250,1500,0,50,0,0,,0.25,Cloves Whole,Solid
MULSONS SPICES CORIANDER POWDER,468.91,1958,11.9,54.9,0,19,41,0.036,Coriander Powder,Powder
MULSONS SPICES CUMIN POWDER,444,1857,17.2,44.36,0,22,10.29,1.758,Cumin Powder,Powder
MULSONS SPICES CURRY POWDER,325,1360,13,58,2.8,14,33,0.345,Curry Powder,Powder
MULSONS SPICES DHANA JEERA POWDER,375,1569,18,44,2.3,22,11,0.168,Dhana Jeera Powder,Powder
MULSONS SPICES FISH MASALA,,,,,,,,,Fish Masala,Powder
MULSONS SPICES GARAM MASALA,306.4,1281.97,11.3,56.6,1.3,12.7,24,0.0799,Garam Masala,Powder
MULSONS SPICES GARLIC POWDER,,,,,,,,,Garlic Powder,Powder
MULSONS SPICES GINGER POWDER,358,1497,9,66,3.4,6.4,13,0.0455,Ginger Powder,Powder
MULSONS SPICES MIXED SPICES,366,1531,8.38,71.75,21.8,5.05,1,1.777,Mixed Spices,Powder
MULSONS SPICES OREGANO,270,1129.68,9,69,4,4,43,0.025,Oregano,Solid
MULSONS SPICES PARSLEY,276,1154.78,22.4,51.7,,4.4,,,Parsley,Solid
MULSONS SPICES PILLAU MASALA,150.9,631.36,7.5,15.9,0.4,5.7,2.9,0.1788,Pillau Masala,Powder
MULSONS SPICES ROSEMARY,131,548.104,3.31,20.7,,5.86,14.1,,Rosemary,Solid
MULSONS SPICES RUBBED BASIL,23,96,3.2,2.6,0,0.6,1.6,0.004,Rubbed Basil,Solid
MULSONS SPICES SPANISH PAPRIKA,249,1041.81,14,19,10,12,0,0.068,Paprika,Powder
MULSONS SPICES TEA MASALA,56,234.3,1.9,10,2.51,1,0,0.063,Tea Masala,Powder
MULSONS SPICES TURMERIC POWDER,,,,,,,,,Turmeric Powder,Powder
MULSONS TANDOORI MASALA,,,,,,,,,,Powder
MULSONS WHITE PEPPER POWDER,,,,,,,,,,Powder
MUNCHIES COOKIE DOUGH,,,,,,,,,,
