source_dataset,source_row_ids,merged_duplicate_count,product_name,normalized_name,package_size,portion_type,portion_basis,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,saturated_fat_g,trans_fat_g,fibre_g,sodium_g,salt_g,calcium_mg,sub_type,form,category,flavour,additives,data_quality_flags
all_categories_combined,2175,1,Robertson's Salt And Vinegar 103g,ROBERTSON S SALT AND VINEGAR,Pack size : 103g,Average Nutritional Value As Per 100g,PER_100G,205,857,0,30,21,1,,,0,1.866,4.665,,Salt And Vinegar,Powder,Food,Vinegar,,salt_derived_from_sodium
all_categories_combined,1851,1,Robertsons Fish Spices 78g,ROBERTSONS FISH SPICES,Pack size : 78g,Average Nutritional Value As Per 100g,PER_100G,198,828.432,9,39.5,1.3,2.1,,,3.7,,,,Fish Spices,Powder,Food,,,missing_sodium
all_categories_combined,1873,1,Robertsons Turmeric 58Gm,ROBERTSONS TURMERIC,Pack size : 58g,Average Nutritional Value As Per 100g,PER_100G,312,1305.41,9.7,67,3.2,3.3,,,23,0.027,0.0675,,Turmeric Powder,Powder,Food,,,salt_derived_from_sodium
all_categories_combined,1860,1,Robertsons Veggie Seasoning 66g,ROBERTSONS VEGGIE SEASONING,Pack size : 66g,Average Nutritional Value As Per 100g,PER_100G,300,1255.2,20,60,0,0,,,20,0.4,1,,Veggie Seasoning,Powder,Food,,,salt_derived_from_sodium
all_categories_combined,181,1,Rolo Little Pouch Bag 103G,ROLO LITTLE POUCH BAG,Pack size : 103g,Average Nutritional Value As Per 100g,PER_100G,495,2083,3.9,66.1,60.1,23.7,,,1,0.104,0.26,,Chocolate,Solid,Food,,,sodium_derived_from_salt
all_categories_combined,4463,1,Rose Bonkers Banana Spray Candy 50ml,ROSE BONKERS BANANA SPRAY CANDY,Pack size : 50ml,Average Nutritional Value As Per 10ml,PER_10ML_SCALED,800,3347.2,0,160,160,0,,,0,0,0,,Spray Candy,Liquid,Food,Banana,,salt_derived_from_sodium
all_categories_combined,177,1,Rose Candy Toilet Chocolate 15G,ROSE CANDY TOILET CHOCOLATE,Pack size : 15g,Average Nutritional Value As Per 100g,PER_100G,343,1435,,84.5,68.4,1,,,,,,,Toilet Candy,Solid,Food,,,missing_sodium
all_categories_combined,2762,1,Rose Ice Cream Twist And Dip Lollipop 27g,ROSE ICE CREAM TWIST AND DIP LOLLIPOP,Pack size : 27g,Average Nutritional Value As Per 100g,PER_100G,392,1666,0,98,88,0,,,,,,,Lollipop,Solid,Food,,,missing_sodium
all_categories_combined,2767,1,Rose Nutcracker Classic Candy Canes 100g,ROSE NUTCRACKER CLASSIC CANDY CANES,Pack size : 100g,Average Nutritional Value As Per 100g,PER_100G,395,1650,0,93,93,0,,,,0,0,,Candy Canes,Solid,Food,"Peppermint, Chocolate",,sodium_derived_from_salt
all_categories_combined,4444,1,Rose Sweet And Sour Double Spray Fruit Candy Spray 12ml,ROSE SWEET AND SOUR DOUBLE SPRAY FRUIT CANDY SPRAY,Pack size : 12ml,Average Nutritional Value As Per 100ml,PER_100ML,131,564,0,31,31,0,,,,0.12,0.3,,Candy Spray,Liquid,Food,Fruit,,sodium_derived_from_salt
all_categories_combined,4619,1,Roses Lemon And Lime Fine Cut Marmalade Jam 454g,ROSES LEMON AND LIME FINE CUT MARMALADE JAM,Pack size : 454g,Average Nutritional Value As Per 100g,PER_100G,265,1124,0.1,1,53.8,0,,,,0.124,0.31,,Jam,Paste,Food,"Lemon, Lime",,sodium_derived_from_salt
all_categories_combined,4466,1,Rowntrees Fruit Pastile 143G,ROWNTREES FRUIT PASTILE,Pack size : 143g,Average Nutritional Value As Per 100g,PER_100G,355,1508,0.1,88.6,61.4,0.1,,,0,0.092,0.23,,Fruit Pastilles,Solid,Food,,,sodium_derived_from_salt
all_categories_combined,1038,1,Royal Club Tonic Water 500Ml,ROYAL CLUB TONIC WATER,Pack size : 500ml,Average Nutritional Value As Per 100ml,PER_100ML,36,149,,8.6,8.6,,,,,,,,Tonic Water,Liquid,Beverages,,,missing_sodium|missing_total_fat
all_categories_combined,783,1,Royal Macaroni Penne Rigate Pasta 400g,ROYAL MACARONI PENNE RIGATE PASTA,Pack size : 400g,Average Nutritional Value As Per 100g,PER_100G,45,188.28,1,10,16,,,,1,0.01,0.025,,Pasta,Solid,Food,,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,593,1,Royal Macaroni Shell Pasta 400g,ROYAL MACARONI SHELL PASTA,Pack size : 400g,Average Nutritional Value As Per 100g,PER_100G,45,188.28,1,10,16,,,,1,0.01,0.025,,Pasta,Solid,Food,,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,662,1,Royal Premium Quality Macaroni Fussilli 400g,ROYAL PREMIUM QUALITY MACARONI FUSSILLI,Pack size : 400g,Average Nutritional Value As Per 100g,PER_100G,360,1506.24,12.5,75,,1.1,,,,,,,Fussilli,Solid,Food,,,missing_sodium|missing_sugar
all_categories_combined,884,1,Royal Spaghetti 500g,ROYAL SPAGHETTI,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,160,669,36,2,5,,,,2,0.015,0.0375,,Spaghetti,Solid,Food,,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,595|636|641,3,Royal Umbrella Thai Jasmine Rice 5Kg,ROYAL UMBRELLA THAI JASMINE RICE,Pack size : 5Kg,Average Nutritional Value As Per 100g,PER_100G,350,1488,6.7,79,,0.7,,,1,0.0002,0.0005,,Rice,Solid,Food,,,missing_sugar|salt_derived_from_sodium
all_categories_combined,2363|2387,2,Royale Garden Premium Light Soy Sauce 625ml,ROYALE GARDEN PREMIUM LIGHT SOY SAUCE,Pack size : 625ml,Average Nutritional Value As Per 15ml,PER_15ML_SCALED,166.667,697.333,8,33.3333,8,0,,,,,,,Soy Sauce,Liquid,Food,,,missing_sodium
all_categories_combined,2388,1,Royale Whole Mushroom 625g,ROYALE WHOLE MUSHROOM,Pack size : 625g,Average Nutritional Value As Per 100g,PER_100G,19,79,2,,,,,,2,0.28,0.7,,Whole Mushroom,Solid,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,2203,1,"Royco Fortified Chicken Cubes, For nutritious meals full of flavour, 4g x 40",ROYCO FORTIFIED CHICKEN CUBES FOR NUTRITIOUS MEALS FULL OF FLAVOUR X 40,Pack size : 40 Pieces,Average Nutritional Value As Per 100g,PER_100G,116,485,5,17.8,18.2,3,,,0.8,,,,Chicken Cubes,Solid,Food,Chicken,,missing_sodium
all_categories_combined,1785|2210|2212,3,"Royco Mchuzi Mix Chicken, For Thicker, Richer Stews, Seasoning Powder, 170g",ROYCO MCHUZI MIX CHICKEN FOR THICKER RICHER STEWS SEASONING POWDER,Pack size : 170g,Average Nutritional Value As Per 100g,PER_100G,255,1066.92,1,62,16,1,,,,,,,Mchuzi Mix,Powder,Food,,,missing_sodium
all_categories_combined,2208,1,"Royco Mchuzi Mix Tomato, Ginger & Garlic, For Thicker, Richer Stews, Seasoning Powder, 200g​",ROYCO MCHUZI MIX TOMATO GINGER GARLIC FOR THICKER RICHER STEWS SEASONING POWDER,Pack size : 200g,Average Nutritional Value As Per 100g,PER_100G,139,583,1.2,19.5,16.4,5.5,,,,,,,Mchuzi Mix,Powder,Food,"Tomato, Ginger, Garlic",,missing_sodium
all_categories_combined,825,1,S&S Premium Basmati Rice 2Kg,S S PREMIUM BASMATI RICE,Pack size : 2Kg,Average Nutritional Value As Per 100g,PER_100G,350,1464,8.8,78,,,,,1.6,0.0017,0.00425,,Rice,Solid,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,2301,1,Sacla Intenso Tomato And Chilli Sauce 190g,SACLA INTENSO TOMATO AND CHILLI SAUCE,Pack size : 190g,Average Nutritional Value As Per 100g,PER_100G,254,1047,2.4,8.1,8,22.7,,,3.6,0.44,1.1,,Sauce,Paste,Food,"Tomato, Chilli",,sodium_derived_from_salt
all_categories_combined,2273,1,Sacla Intenso Tomato And Garlic Pasta Sauce 190g,SACLA INTENSO TOMATO AND GARLIC PASTA SAUCE,Pack size : 190g,,ASSUMED_PER_100G,7.5,6,189,100,3.6,,,,,,,,Food,"Tomato, Garlic",2.2g,782kJ,Paste,assumed_per_100g_missing_portion|missing_sodium|missing_total_fat
all_categories_combined,2335,1,Sacla Intenso Tomato And Olive Pasta Sauce 190g,SACLA INTENSO TOMATO AND OLIVE PASTA SAUCE,Pack size : 190g,Average Nutritional Value As Per 100g,PER_100G,192,789,1.5,2.9,2.7,18.7,,,,0.372,0.93,,Pasta Sauce,Paste,Food,,,sodium_derived_from_salt
all_categories_combined,2350,1,Sacla Oven Roasted Tomato Sauce 190g,SACLA OVEN ROASTED TOMATO SAUCE,Pack size : 190g,Average Nutritional Value As Per 100g,PER_100G,188,779,3.2,7.6,4.7,16,,,0.4,0,0,,Tomato Sauce,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,1281,1,Sacla Vegan Basil Pesto Sauce 190g,SACLA VEGAN BASIL PESTO SAUCE,Pack size : 190g,Average Nutritional Value As Per 100g,PER_100G,384,1585,2.5,9.4,1.2,37,,,1.7,,,,Sauce,Paste,Food,Basil,,missing_sodium
all_categories_combined,284,1,Saf Instant 2 In 1 Plus Bread Improver 500g,SAF INSTANT 2 IN 1 PLUS BREAD IMPROVER,Pack size : 500g,Average Nutritional Value As Per 10g,PER_10G_SCALED,360,1506.2,0,50,20,10,,,0,0.02,0.05,,Bread Improver,Powder,Food,,,salt_derived_from_sodium
all_categories_combined,280,1,Saf The Original Active Dry Instant Yeast 500g,SAF THE ORIGINAL ACTIVE DRY INSTANT YEAST,Pack size : 500g,Average Nutritional Value As Per 1g,PER_1G_SCALED,,3500,500,500,,100,,,,,,,Yeast,Powder,Food,,,missing_sodium|missing_sugar
all_categories_combined,1562,1,Safari Lounge Espresso Blend Dark Roast Coffee 375g,SAFARI LOUNGE ESPRESSO BLEND DARK ROAST COFFEE,Pack size : 375g,Average Nutritional Value As Per 100g,PER_100G,79,330,3,14,,2,,,,,,,Coffee,Powder,Food,,,missing_sodium|missing_sugar
all_categories_combined,1564,1,Safari Lounge Gourmet Coffee Ground 375g,SAFARI LOUNGE GOURMET COFFEE GROUND,Pack size : 375g,Average Nutritional Value As Per 100g,PER_100G,400,1673.6,13,68,0,10,,,0,0,0,,Coffee Beans,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,1742,1,Safari Lounge Tanzanian Espresso Coffee Capsules 10 Pieces,SAFARI LOUNGE TANZANIAN ESPRESSO COFFEE CAPSULES,Pack size : 10 Pieces,Average Nutritional Value As Per 100g,PER_100G,2.4,10.0416,0.3,0,0,0.1,,,0,0.0047,0.01175,,Coffee Capsules,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,1745,1,Safari Lounge Ugandan Espresso Coffee Capsules 10 Pieces,SAFARI LOUNGE UGANDAN ESPRESSO COFFEE CAPSULES,Pack size : 10 Pieces,Average Nutritional Value As Per 100g,PER_100G,2.4,10.0416,0.3,0,0,0.1,,,0,0.0047,0.01175,,Coffee Capsules,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,398,1,Samwa Arrow Root Flour 250g,SAMWA ARROW ROOT FLOUR,Pack size : 250g,Average Nutritional Value As Per 100g,PER_100G,65,260,4.5,13.3,0,0.2,,,0,0.2,0,,Arrow Root Flour,Powder,Food,Arrow Root,,
all_categories_combined,422,1,Samwa Cassava Flour 250g,SAMWA CASSAVA FLOUR,Pack size : 250g,Average Nutritional Value As Per 100g,PER_100G,349,1425,3,82.3,0,0.3,,,1.9,0.4,0,,Cassava Flour,Powder,Food,,,
all_categories_combined,409|432,2,Samwa Green Banana Flour 250g,SAMWA GREEN BANANA FLOUR,Pack size : 250g,Average Nutritional Value As Per 100g,PER_100G,346,1400,3.9,88.3,0,1.8,,,9.9,0,0,,Green Banana Flour,Powder,Food,Green Banana,,
all_categories_combined,1315|1316,2,Samwa Natural Foods Mango Ketchup 400g,SAMWA NATURAL FOODS MANGO KETCHUP,Pack size : 400g,Average Nutritional Value As Per 100g,PER_100G,102,426,1,23,22,0,,,0,1.8,4.5,,Ketchup,Paste,Food,Mango,,salt_derived_from_sodium
all_categories_combined,408,1,Samwa Natural Foods Pumpkin Flour 500g,SAMWA NATURAL FOODS PUMPKIN FLOUR,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,353,1476,57,5,,8,,,,,,,Pumpkin Flour,Powder,Food,Pumpkin,,missing_sodium|missing_sugar
all_categories_combined,1338,1,Samwa Natural Foods Spicy Ketchup 700g,SAMWA NATURAL FOODS SPICY KETCHUP,Pack size : 700g,Average Nutritional Value As Per 9g,PER_9G_SCALED,166.667,688.889,0,44.4444,33.3333,0,,,,2.44444,6.11111,,Ketchup,Paste,Food,Spicy,,salt_derived_from_sodium
all_categories_combined,1322,1,Samwa Natural Foods Spicy Mango Ketchup 700g,SAMWA NATURAL FOODS SPICY MANGO KETCHUP,Pack size : 700g,Average Nutritional Value As Per 100g,PER_100G,15,62,0,4,0,0,,,0,0,0,,Ketchup,Paste,Food,Mango,,salt_derived_from_sodium
all_categories_combined,1324|1335|1337,3,Samwa Natural Foods Tomato Ketchup 250g,SAMWA NATURAL FOODS TOMATO KETCHUP,Pack size : 250g,Average Nutritional Value As Per 100g,PER_100G,64,267,1,12,11,0,,,0,0.36,0.9,,Ketchup,Paste,Food,Tomato,,salt_derived_from_sodium
all_categories_combined,401|429,2,Samwa Sweet Potato Flour 250g,SAMWA SWEET POTATO FLOUR,Pack size : 250g,Average Nutritional Value As Per 100g,PER_100G,336,1405.82,3.4,75,3.5,1,,,,0.131,0.3275,,Sweet Potato Flour,Powder,Food,,,salt_derived_from_sodium
all_categories_combined,675,1,Santa Lucia Elbow Pasta 500g,SANTA LUCIA ELBOW PASTA,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,350,1464.4,12,73,,1,,,,,,,Pasta,Solid,Food,,,missing_sodium|missing_sugar
all_categories_combined,609,1,Santa Lucia Farfalle Pasta 500g,SANTA LUCIA FARFALLE PASTA,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,350,1464.4,12,73,,1,,,,,,,Pasta,Solid,Food,,,missing_sodium|missing_sugar
all_categories_combined,628,1,Santa Lucia Lumaca Pasta 500g,SANTA LUCIA LUMACA PASTA,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,350,1464.4,12,73,,1,,,,,,,Pasta,Solid,Food,,,missing_sodium|missing_sugar
all_categories_combined,600,1,Santa Lucia Penne Rigate Pasta 500g,SANTA LUCIA PENNE RIGATE PASTA,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,350,1464.4,12,73,,1,,,,,,,Pasta,Solid,Food,,,missing_sodium|missing_sugar
all_categories_combined,640,1,Santa Lucia Shell Pasta 500g,SANTA LUCIA SHELL PASTA,Pack size : 500g,Average Nutritional Value As Per 200g,PER_200G_SCALED,160,669.44,4,33.5,0.5,0.5,,,,,,,Pasta,Solid,Food,,,missing_sodium
all_categories_combined,560|568|667,3,Santa Lucia Spaghetti Pasta 400g,SANTA LUCIA SPAGHETTI PASTA,Pack size : 400g,Average Nutritional Value As Per 100g,PER_100G,354,1481.14,11,73,3,1,,,2,0.001,0.0025,,Spaghetti,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,672,1,Santa Lucia Spirali Pasta 500g,SANTA LUCIA SPIRALI PASTA,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,350,1464.4,12,72,1,1,,,3,,,,Pasta,Solid,Food,,,missing_sodium
all_categories_combined,687,1,Santa Lucia Tortgillion Pasta 500g,SANTA LUCIA TORTGILLION PASTA,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,357,1493.69,12,75,,1,,,,,,,Pasta,Solid,Food,,,missing_sodium|missing_sugar
all_categories_combined,607,1,Santa Maria Cavatoni Pasta 400g,SANTA MARIA CAVATONI PASTA,Pack size : 400g,Average Nutritional Value As Per 100g,PER_100G,265,1108.76,11,30,,5,,,,,,,Pasta,Solid,Food,Cavatoni,,missing_sodium|missing_sugar
all_categories_combined,222,1,Santa Maria Chocolate Essence 40ml,SANTA MARIA CHOCOLATE ESSENCE,Pack size : 40ml,Average Nutritional Value As Per 29ml,PER_29ML_SCALED,344.828,1442.76,79.3103,6.89655,,,,,3.44828,0.62069,1.55172,,Essence,Liquid,Food,Cocoa,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,2316|2320,2,Santa Maria Double Concentrated Tomato Paste 70g,SANTA MARIA DOUBLE CONCENTRATED TOMATO PASTE,Pack size : 70g,Average Nutritional Value As Per 136g,PER_136G_SCALED,55.8824,233.75,2.94118,9.55882,5.88235,,,,1.47059,,,,Paste,Paste,Food,Tomato,,missing_sodium|missing_total_fat
all_categories_combined,2479,1,Santa Maria Evirgin Olive Oil 100ml,SANTA MARIA EVIRGIN OLIVE OIL,Pack size : 100ml,Average Nutritional value As Per 100g,PER_100G,900,3700,,,,100,,,,,,,Olive Oil,Liquid,Food,Olive,,missing_sodium|missing_sugar
all_categories_combined,2455|2478,2,Santa Maria Extra Virgin Olive Oil 1L,SANTA MARIA EXTRA VIRGIN OLIVE OIL,Pack size : 1L,Average Nutritional Value As Per 100g,PER_100G,900,3765.6,,,,100,,,,0,0,,Olive Oil,Liquid,Food,,,missing_sugar|sodium_derived_from_salt
all_categories_combined,571,1,Santa Maria Fusilli Pasta 400G,SANTA MARIA FUSILLI PASTA,Pack size : 400g,Average Nutritional Value As Per 100g,PER_100G,196,820.064,17,1,,13,,,,,,,Pasta,Solid,Food,,,missing_sodium|missing_sugar
all_categories_combined,869,1,Santa Maria Grandi Pasta 400G,SANTA MARIA GRANDI PASTA,Pack size : 400g,Average Nutritional Value As Per 100g,PER_100G,267,1117.13,10,32,,6,,,,,,,Pasta,Solid,Food,,,missing_sodium|missing_sugar
all_categories_combined,1352|1381,2,Santa Maria Mayonnaise 946ml,SANTA MARIA MAYONNAISE,Pack size : 946ml,Average Nutritional Value As Per 100g,PER_100G,453,1860,0,2.3,0,49,,,0,0,0,,Mayonnaise,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,1516,1,Santa Maria Modena Balsamic Vinegar 500ml,SANTA MARIA MODENA BALSAMIC VINEGAR,Pack size : 500ml,Average Nutritional Value As Per 100ml,PER_100ML,88,368.19,0.5,17,15,,,,,0.023,0.0575,,Vinegar,Liquid,Food,,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,205,1,Santa Maria Orange Food Colour 40ml,SANTA MARIA ORANGE FOOD COLOUR,Pack size : 40ml,Average Nutritional Value As Per 100g,PER_100G,73,305,1.3,16.5,12,0.2,,,2.8,0.013,0.0325,,Food Colour,Liquid,Food,,,salt_derived_from_sodium
all_categories_combined,1517|1521,2,Santa Maria Organic Apple Cider Vinegar 1L,SANTA MARIA ORGANIC APPLE CIDER VINEGAR,Pack size : 1L,Average Nutritional Value As Per 100ml,PER_100ML,9.57,40.04,0.11,2.17,,0.05,,,,0.017025,0.0425625,,Vinegar,Liquid,Food,Apple,,missing_sugar|salt_derived_from_sodium
all_categories_combined,1403|1427,2,Santa Maria Oyster Sauce 710g,SANTA MARIA OYSTER SAUCE,Pack size : 710g,Average Nutritional Value As Per 100g,PER_100G,77,322,2.6,15,,0.6,,,,,,,Sauce,Liquid,Food,,,missing_sodium|missing_sugar
all_categories_combined,1536,1,Santa Maria Red Wine Vinegar 500ml,SANTA MARIA RED WINE VINEGAR,Pack size : 500ml,Average Nutritional Value As Per 100ml,PER_100ML,2.8,11.71,,,,,,,,0.0012,0.003,,Vinegar,Liquid,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,225,1,Santa Maria Rose Pink Food Colour 40g,SANTA MARIA ROSE PINK FOOD COLOUR,Pack size : 40g,Average Nutritional Value As Per 100g,PER_100G,0.5,2,,,,,,,,0.016,0.04,,Food Colour,Liquid,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,587|912,2,Santa Maria Spaghetti Pasta 400g,SANTA MARIA SPAGHETTI PASTA,Pack size : 400g,Average Nutritional Value As Per 100g,PER_100G,348,1456.03,8.2,78,,0.5,,,,0.00075,0.001875,,Pasta,Solid,Food,,,missing_sugar|salt_derived_from_sodium
all_categories_combined,2380,1,Santa Maria Superior Dark Soy Sauce 150ml,SANTA MARIA SUPERIOR DARK SOY SAUCE,Pack size : 150ml,Average Nutritional Value As Per 100ml,PER_100ML,43,179,7,4,3,0,,,0,0.022,0.055,,Soy Sauce,Liquid,Food,,,salt_derived_from_sodium
all_categories_combined,1153,1,Santa Maria Superior Sweet Chilli Sauce 710g,SANTA MARIA SUPERIOR SWEET CHILLI SAUCE,Pack size : 710g,Average Nutritional Value As Per 100g,PER_100G,136,570,0,31,28,0.8,,,1,0.76,1.9,,Sweet Chilli Sauce,Paste,Food,Chilli,,sodium_derived_from_salt
all_categories_combined,2325,1,Santa Maria Tomato Paste 900G,SANTA MARIA TOMATO PASTE,,Average Nutritional Value As Per 100g,PER_100G,,,4,19,10.41,0.47,,,,0.098,0.245,,Food,Cream,Tomato Paste,,,salt_derived_from_sodium
all_categories_combined,2774,1,Sante Crunchy Banana And Chocolate Coating Muesli Bar 40g,SANTE CRUNCHY BANANA AND CHOCOLATE COATING MUESLI BAR,Pack size : 40g,Average Nutritional Value As Per 100g,PER_100G,420,1766,5,67,28,14,,,4.4,0.08,0.2,,Muesli Bar,Solid,Food,"Banana, Chocolate",,sodium_derived_from_salt
all_categories_combined,2779,1,Sante Crunchy Cranberry And Raspberry With Vanilla Coating Muesli Bar 40g,SANTE CRUNCHY CRANBERRY AND RASPBERRY WITH VANILLA COATING MUESLI BAR,Pack size : 40g,,ASSUMED_PER_100G,72,36,422,100,2.6,,,,0.3,,,,Food,"Cranberry, Raspberry",3.7g,1775kJ,Solid,assumed_per_100g_missing_portion|missing_sodium|missing_total_fat
all_categories_combined,3291,1,Sante Crunchy Natural Oat Flake 350g,SANTE CRUNCHY NATURAL OAT FLAKE,Pack size : 350g,Average Nutritional Value As Per 100g,PER_100G,422,1766,7.9,67,31,12,,,6,0,0,,Oat Flake,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,2778,1,Sante Crunchy Nut And Almond With Chocolate Muesli Bar 40g,SANTE CRUNCHY NUT AND ALMOND WITH CHOCOLATE MUESLI BAR,Pack size : 40g,,ASSUMED_PER_100G,49,23,476,100,5.1,,,,0.05,,,,Food,"Nut, Almond",10.0g,1989kJ,Solid,assumed_per_100g_missing_portion|missing_sodium|missing_total_fat
all_categories_combined,2775,1,Sante Crunchy Nuts And Almonds Muesli Bar 40g,SANTE CRUNCHY NUTS AND ALMONDS MUESLI BAR,Pack size : 40g,Average Nutritional Value As Per 100g,PER_100G,473,1978,12,51,18,24,,,4.6,0.04,0.1,,Muesli Bar,Solid,Food,"Nuts, Almonds",,sodium_derived_from_salt
all_categories_combined,2780,1,Sante Crunchy Plum And Vanilla Coating Muesli Bar 40g,SANTE CRUNCHY PLUM AND VANILLA COATING MUESLI BAR,Pack size : 40g,Average Nutritional Value As Per 100g,PER_100G,412,1734,4.1,69,34,13,,,2.8,0.16,0.4,,Muesli Bar,Solid,Food,"Plum, Vanilla",,sodium_derived_from_salt
all_categories_combined,2900|2901,2,Sante Fruit Granola 350g,SANTE FRUIT GRANOLA,Pack size : 350g,Average Nutritional Value As Per 100g,PER_100G,448,1874,9.4,65,19,15,,,,0,0,,Granola,Solid,Food,Fruit,,salt_derived_from_sodium
all_categories_combined,3284,1,Sante No Added Wheat Chrunchy Fruit 350g,SANTE NO ADDED WHEAT CHRUNCHY FRUIT,Pack size : 350g,,ASSUMED_PER_100G,69,21,435,100,6,0.0001,,,,,,,Food,,7.5g,1820kJ,Solid,assumed_per_100g_missing_portion|missing_sodium
all_categories_combined,2906,1,Sante Nut Cereal Flakes Granola With Nut 350g,SANTE NUT CEREAL FLAKES GRANOLA WITH NUT,Pack size : 350g,Average Nutritional Value As Per 100g,PER_100G,465,1950,12,58,19,19,,,7.1,0.26,0.65,,Granola,Solid,Food,Nut,,sodium_derived_from_salt
all_categories_combined,3160,1,Sante Traditional Muesli 350g,SANTE TRADITIONAL MUESLI,Pack size : 350g,Average Nutritional Value As Per 100g,PER_100G,388,1623,12,67,12,5.6,,,11,0,0,,Muesli,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,3152,1,Sante Tropical Muesli 350g,SANTE TROPICAL MUESLI,Pack size : 350g,Average Nutritional Value As Per 100g,PER_100G,356,1490,8.2,71,15,2.7,,,0,0,0,,Muesli,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,2547,1,Sanwu Hotpot Soup Base 150g,SANWU HOTPOT SOUP BASE,Pack size : 150g,Average Nutritional Value As Per 100g,PER_100G,744,3113,4.5,1.5,1,80,,,0,0,0,,Soup Base,Powder,Food,Spicy,,salt_derived_from_sodium
all_categories_combined,1680|1717,2,Sasini Instant Coffee 100g,SASINI INSTANT COFFEE,Pack size : 100g,Average Nutritional Value As Per 2g,PER_2G_SCALED,50,209.2,5,15,,,,,,0.2,0.5,,Instant Coffee,Powder,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,1004,1,Savanah Punch Fruit Drink 2L,SAVANAH PUNCH FRUIT DRINK,Pack size : 2L,Average Nutritional Value As Per 100ml,PER_100ML,108,451,0.44,26.51,22.88,0.15,,,0.2,0.01,0.025,,Drink,Liquid,Beverage,,,salt_derived_from_sodium
all_categories_combined,1008,1,Savanah Punch Fruit Juice 1L,SAVANAH PUNCH FRUIT JUICE,Pack size : 1L,Average Nutritional Value As Per 100ml,PER_100ML,108,451.87,0.44,26.51,22.88,0.15,,,0.2,0.01,0.025,,Fruit Juice,Liquid,Beverage,,,salt_derived_from_sodium
all_categories_combined,995,1,Savanah Strawberry Juice 2L,SAVANAH STRAWBERRY JUICE,Pack size : 2L,Average Nutritional Value As Per 100g,PER_100G,90,376.56,0.71,18.49,18.25,1.42,,,0.2,0.002,0.005,,Juice,Liquid,Food,Strawberry,,salt_derived_from_sodium
all_categories_combined,921,1,Savoury Banana Crisps,SAVOURY BANANA CRISPS,,Average Nutritional Value As Per 100g,PER_100G,640,,12,44,0,48,,,0,0,0,,Banana Crisps,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,1034|1035,2,Schweppes Tonic Water 500Ml,SCHWEPPES TONIC WATER,Pack size : 500Ml,Average Nutritional Value As Per 100ml,PER_100ML,130,543,,33,33,,,,,0.055,0.1375,,Tonic Water,Liquid,Beverage,,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,1429,1,Sea Korus Premium Oyster Sauce 710g,SEA KORUS PREMIUM OYSTER SAUCE,Pack size : 710g,Average Nutritional Value As Per 19g,PER_19G_SCALED,131.579,550.526,3.15789,30,21.0526,0,,,,,,,Oyster Sauce,Liquid,Food,,,missing_sodium
all_categories_combined,2984|3000|3018,3,Sesia Fried Peanuts 100g,SESIA FRIED PEANUTS,Pack size : 100g,Average Nutritional Value As Per 25g,PER_25G_SCALED,600,2510.4,27.2,14,0,49.2,,,0,0.832,0.8,,Fried Peanuts,Solid,Food,,,
all_categories_combined,4255|4261,2,SESIA Pure Honey 500g,SESIA PURE HONEY,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,322,1347.24,,82,82,,,,,0.01,0.025,,Honey,Paste,Food,,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,4244|4247,2,SESIA Pure Honey Squeeze 500g,SESIA PURE HONEY SQUEEZE,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,322,1347.24,,82,82,,,,,0.01,0.025,,Honey,Paste,Food,,,missing_total_fat|salt_derived_from_sodium
